product_id,fullname,brand,url_part,review_url,test_bench_id,test_bench_version,released_at,last_updated_at,first_published_at,sizes_available,sku_count,panel_type,backlight_type,resolution,native_refresh_rate,brightness_score,color_accuracy,console_gaming,editing,office,pc_gaming,aspect_ratio,display_size,display_size_display,display_size_score,first_response_time_ms,first_response_time_ms_display,first_response_time_ms_score,hdr_bt2020_coverage_itp_pct,hdr_bt2020_coverage_itp_pct_display,hdr_bt2020_coverage_itp_pct_score,hdr_peak_10pct_nits,hdr_peak_10pct_nits_display,hdr_peak_10pct_nits_score,hdr_peak_2pct_nits,hdr_peak_2pct_nits_display,hdr_peak_2pct_nits_score,input_lag_native_ms,input_lag_native_ms_display,input_lag_native_ms_score,local_dimming,native_contrast,native_contrast_display,native_contrast_score,native_refresh_rate_display,native_refresh_rate_score,panel_sub_type,pixel_density,pixel_density_display,pixel_density_score,sdr_bt2020_coverage_pct,sdr_bt2020_coverage_pct_display,sdr_bt2020_coverage_pct_score,sdr_dci_p3_coverage_pct,sdr_dci_p3_coverage_pct_display,sdr_dci_p3_coverage_pct_score,spd_image,spd_image_local,spd_image_thumb,total_response_time_ms,total_response_time_ms_display,total_response_time_ms_score,scraped_at,image_url,reviewed_sku_id
32280,Apple Studio Display 2022,Apple,apple-studio-display-2022,https://www.rtings.com/monitor/reviews/apple/studio-display,238,v2.1.2,2022-03-18 00:00:00 -0400,2026-03-27 11:38:38 -0400,2022-05-03 10:54:59 -0400,Nano-Texture Glass and Tilt Adjustable (Studio Display 2022); Nano-texture Glass Tilt and Height-Adjustable (Studio Display 2022); Nano-texture Glass and VESA Mount Adapter (Studio Display 2022); Standard Glass Tilt and Height-Adjustable (Studio Display 2022); Standard Glass and Tilt Adjustable (Studio Display 2022); Standard Glass and VESA Mount Adapter (Studio Display 2022),6,LCD,Edge,5120 x 2880,60,3.5,9.4,2.3,7.4,8.3,5.1,16:9,27,"27""",10.0,18.4,18.4 ms,1.1,,0.0%,0.0,,0 cd/m²,0.0,,0 cd/m²,0.0,9.6,9.6 ms,8.1,No,1052,"1,052 : 1",6.1,60 Hz,6.0,IPS,217.5710785,218 PPI,9.4,,0.0%,0.0,,0.0%,0.0,https://i.rtings.com/assets/products/wnPZySsS/apple-studio-display/spd-large.jpg?format=auto,spd_images/monitors/apple-studio-display-2022_spd.jpg,https://i.rtings.com/assets/products/wnPZySsS/apple-studio-display/spd-small.jpg?format=auto,18.4,18.4 ms,1.5,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/Cqhc5EEq/apple-studio-display/design-small.jpg?format=auto,6372
133967,Apple Studio Display 2026,Apple,apple-studio-display-2026,https://www.rtings.com/early-access/monitor/reviews/apple/studio-display-2026,238,v2.1.2,2026-03-11 00:00:00 -0400,2026-03-27 11:37:13 -0400,,"27"" - Nano-texture glass/Tilt- and height-adjustable stand (Studio Display 2026); 27"" - Nano-texture glass/Tilt-adjustable stand (Studio Display 2026); 27"" - Nano-texture glass/VESA mount adapter (Studio Display 2026); 27"" - Standard glass/Tilt- and height-adjustable stand (Studio Display 2026); 27"" - Standard glass/Tilt-adjustable stand (Studio Display 2026); 27"" - Standard glass/VESA mount adapter (Studio Display 2026)",6,LCD,Edge,5120 x 2880,60,3.4,9.4,2.4,7.6,8.2,5.2,16:9,27,"27""",10.0,18.5,18.5 ms,1.0,,0.0%,0.0,,0 cd/m²,0.0,,0 cd/m²,0.0,8.9,8.9 ms,8.2,No,1145,"1,145 : 1",6.2,60 Hz,6.0,IPS,217.5710785,218 PPI,9.4,,0.0%,0.0,,0.0%,0.0,https://i.rtings.com/assets/products/QxNi2Pnh/apple-studio-display-2026/spd-large.jpg?format=auto,spd_images/monitors/apple-studio-display-2026_spd.jpg,https://i.rtings.com/assets/products/QxNi2Pnh/apple-studio-display-2026/spd-small.jpg?format=auto,18.5,18.5 ms,1.4,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/Thoc4zxZ/apple-studio-display-2026/in-test-small.jpg?format=auto,16470
66546,BenQ MOBIUZ EX321UX,BenQ,benq-mobiuz-ex321ux,https://www.rtings.com/monitor/reviews/benq/mobiuz-ex321ux,238,v2.1.2,2024-08-03 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-06-23 09:49:05 -0400,"32"" (MOBIUZ EX321UX)",1,LCD,Full-Array,3840 x 2160,144,9.3,8.8,8.5,8.2,8.4,7.9,16:9,31.5,"32""",10.0,4.1,4.1 ms,8.4,50.9,50.9%,9.0,1447,"1,447 cd/m²",9.3,1051,"1,051 cd/m²",9.0,4.25,4.3 ms,9.0,Yes,1272,"1,272 : 1",6.4,144 Hz,8.3,IPS,139.8671219,140 PPI,8.1,86.25,86.3%,7.7,99.58,99.6%,9.9,https://i.rtings.com/assets/products/CaseoE9j/benq-mobiuz-ex321ux/spd-large.jpg?format=auto,spd_images/monitors/benq-mobiuz-ex321ux_spd.jpg,https://i.rtings.com/assets/products/CaseoE9j/benq-mobiuz-ex321ux/spd-small.jpg?format=auto,5.5,5.5 ms,8.8,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/j5k8uyRl/benq-mobiuz-ex321ux/design-small.jpg?format=auto,13720
40848,Dell Alienware AW2724DM,Dell,dell-alienware-aw2724dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw2724dm,238,v2.1.2,2023-06-01 00:00:00 -0400,2026-03-17 13:18:49 -0400,2023-09-19 08:25:54 -0400,"27"" (Alienware AW2724DM)",1,LCD,Edge,2560 x 1440,165,7.9,8.8,7.1,7.4,7.6,7.3,16:9,27,"27""",10.0,4.5,4.5 ms,8.2,30.4,30.4%,7.5,618,618 cd/m²,7.8,328,328 cd/m²,6.2,3.3,3.3 ms,9.1,Yes,989,989 : 1,6.0,165 Hz,8.5,IPS,108.7855393,109 PPI,7.2,72.63,72.6%,5.8,96.17,96.2%,9.3,https://i.rtings.com/assets/products/fiSdrSEg/dell-alienware-aw2724dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2724dm_spd.jpg,https://i.rtings.com/assets/products/fiSdrSEg/dell-alienware-aw2724dm/spd-small.jpg?format=auto,5.3,5.3 ms,8.8,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/3ERJ1NPk/dell-alienware-aw2724dm/design-small.jpg?format=auto,8762
46678,Dell Alienware AW2725DF,Dell,dell-alienware-aw2725df,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725df,238,v2.1.2,2024-01-01 00:00:00 -0500,2026-03-17 13:18:49 -0400,2024-03-13 13:33:51 -0400,"27"" (Alienware AW2725DF)",1,OLED,No Backlight,2560 x 1440,360,6.6,9.5,8.3,9.0,7.0,9.2,16:9,27,"27""",10.0,0.2,0.2 ms,9.9,47.6,47.6%,8.9,445,445 cd/m²,6.9,984,984 cd/m²,9.0,2.1,2.1 ms,9.4,No,Inf,Inf : 1,10.0,360 Hz,9.3,QD-OLED,108.7855393,109 PPI,7.2,80.18,80.2%,6.8,99.57,99.6%,9.9,https://i.rtings.com/assets/products/claYiwSO/dell-alienware-aw2725df/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725df_spd.jpg,https://i.rtings.com/assets/products/claYiwSO/dell-alienware-aw2725df/spd-small.jpg?format=auto,0.2,0.2 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/2vl7SnXp/dell-alienware-aw2725df/design-small.jpg?format=auto,10003
96305,Dell Alienware AW2725DM,Dell,dell-alienware-aw2725dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725dm,238,v2.1.2,2025-03-06 00:00:00 -0500,2026-03-17 13:18:49 -0400,2026-02-18 09:16:13 -0500,"27"" (Alienware AW2725DM)",1,LCD,Edge,2560 x 1440,180,7.3,8.4,7.1,7.4,7.8,7.3,16:9,27,"27""",10.0,4.2,4.2 ms,8.4,30.4,30.4%,7.5,448,448 cd/m²,7.0,272,272 cd/m²,5.8,3.4,3.4 ms,9.1,Yes,968,968 : 1,5.9,180 Hz,8.7,IPS,108.7855393,109 PPI,7.2,66.76,66.8%,5.2,92.16,92.2%,8.6,https://i.rtings.com/assets/products/63wEvEqd/dell-alienware-aw2725dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725dm_spd.jpg,https://i.rtings.com/assets/products/63wEvEqd/dell-alienware-aw2725dm/spd-small.jpg?format=auto,4.8,4.8 ms,8.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/MnD64Txh/dell-alienware-aw2725dm/design-small.jpg?format=auto,16076
88487,Dell Alienware AW2725Q,Dell,dell-alienware-aw2725q,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725q,238,v2.1.2,2025-03-04 00:00:00 -0500,2026-03-17 13:18:49 -0400,2025-04-08 15:01:44 -0400,"27"" (Alienware AW2725Q)",1,OLED,No Backlight,3840 x 2160,240,6.6,8.0,9.3,8.9,8.1,9.0,16:9,26.7,"27""",10.0,0.4,0.4 ms,9.9,45.7,45.7%,8.8,461,461 cd/m²,7.0,1003,"1,003 cd/m²",9.0,2.8,2.8 ms,9.3,No,Inf,Inf : 1,10.0,240 Hz,9.0,QD-OLED,165.011773,165 PPI,8.6,78.34,78.3%,6.6,99.63,99.6%,9.9,https://i.rtings.com/assets/products/6lq96V7D/dell-alienware-aw2725q/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725q_spd.jpg,https://i.rtings.com/assets/products/6lq96V7D/dell-alienware-aw2725q/spd-small.jpg?format=auto,0.4,0.4 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/6QJi4FnI/dell-alienware-aw2725q/design-small.jpg?format=auto,12372
77245,Dell Alienware AW2725QF,Dell,dell-alienware-aw2725qf,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725qf,238,v2.1.2,2024-09-01 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-08-26 10:07:38 -0400,"27"" (Alienware AW2725QF)",1,LCD,Edge,3840 x 2160,165,7.9,8.9,8.2,7.7,8.4,7.5,16:9,27,"27""",10.0,3.9,3.9 ms,8.6,34.4,34.4%,7.9,648,648 cd/m²,8.0,443,443 cd/m²,6.9,4.3,4.3 ms,8.9,Yes,1154,"1,154 : 1",6.2,165 Hz,8.5,IPS,163.1783089,163 PPI,8.6,67.58,67.6%,5.3,91.62,91.6%,8.6,https://i.rtings.com/assets/products/BI6V8GgI/dell-alienware-aw2725qf/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725qf_spd.jpg,https://i.rtings.com/assets/products/BI6V8GgI/dell-alienware-aw2725qf/spd-small.jpg?format=auto,7.9,7.9 ms,8.3,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/FeGMVEAe/dell-alienware-aw2725qf/design-small.jpg?format=auto,14602
96306,Dell Alienware AW3225DM,Dell,dell-alienware-aw3225dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw3225dm,238,v2.1.2,2025-03-06 00:00:00 -0500,2026-03-17 13:18:49 -0400,2025-07-21 10:12:21 -0400,"32"" (Alienware AW3225DM)",1,LCD,Edge,2560 x 1440,180,7.7,8.5,7.3,7.4,7.4,7.6,16:9,31.5,"32""",10.0,4.1,4.1 ms,8.4,30.7,30.7%,7.6,504,504 cd/m²,7.3,320,320 cd/m²,6.2,3.9,3.9 ms,9.0,Yes,4073,"4,073 : 1",8.4,180 Hz,8.7,VA,93.24474794,93 PPI,6.3,65.88,65.9%,5.1,88.04,88.0%,8.0,https://i.rtings.com/assets/products/QXnfgRGC/dell-alienware-aw3225dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3225dm_spd.jpg,https://i.rtings.com/assets/products/QXnfgRGC/dell-alienware-aw3225dm/spd-small.jpg?format=auto,4.8,4.8 ms,8.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/CA6dYKwp/dell-alienware-aw3225dm/design-small.jpg?format=auto,14136
46677,Dell Alienware AW3225QF,Dell,dell-alienware-aw3225qf,https://www.rtings.com/monitor/reviews/dell/alienware-aw3225qf,238,v2.1.2,2024-01-11 00:00:00 -0500,2026-03-18 13:59:22 -0400,2024-02-06 11:33:04 -0500,"32"" (Alienware AW3225QF)",1,OLED,No Backlight,3840 x 2160,240,6.8,9.6,9.0,9.3,7.5,9.0,16:9,32,"32""",10.0,0.4,0.4 ms,9.9,45.6,45.6%,8.8,448,448 cd/m²,7.0,976,976 cd/m²,9.0,3.1,3.1 ms,9.2,No,Inf,Inf : 1,10.0,240 Hz,9.0,QD-OLED,137.6816981,138 PPI,8.0,78.32,78.3%,6.6,98.79,98.8%,9.8,https://i.rtings.com/assets/products/RsjnnWVO/dell-alienware-aw3225qf/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3225qf_spd.jpg,https://i.rtings.com/assets/products/RsjnnWVO/dell-alienware-aw3225qf/spd-small.jpg?format=auto,0.4,0.4 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/wXTgx30J/dell-alienware-aw3225qf/design-small.jpg?format=auto,9966
94176,Dell Alienware AW3425DW,Dell,dell-alienware-aw3425dw,https://www.rtings.com/monitor/reviews/dell/alienware-aw3425dw,238,v2.1.2,2025-04-29 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-08-14 11:25:40 -0400,"34"" (Alienware AW3425DW)",1,OLED,No Backlight,3440 x 1440,240,6.8,9.4,9.1,9.0,6.9,9.1,21:9,34.2,"34""",10.0,0.2,0.2 ms,9.9,48.7,48.7%,9.0,457,457 cd/m²,7.0,1003,"1,003 cd/m²",9.0,2.9,2.9 ms,9.2,No,Inf,Inf : 1,10.0,240 Hz,9.0,QD-OLED,109.0419838,109 PPI,7.2,80.71,80.7%,6.9,99.51,99.5%,9.9,https://i.rtings.com/assets/products/7rPDzkYk/dell-alienware-aw3425dw/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3425dw_spd.jpg,https://i.rtings.com/assets/products/7rPDzkYk/dell-alienware-aw3425dw/spd-small.jpg?format=auto,1.2,1.2 ms,9.7,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/ThIgNA4u/dell-alienware-aw3425dw/design-small.jpg?format=auto,14435
96004,Dell Alienware AW3425DWM,Dell,dell-alienware-aw3425dwm,https://www.rtings.com/monitor/reviews/dell/alienware-aw3425dwm,238,v2.1.2,2025-03-06 00:00:00 -0500,2026-03-17 13:18:49 -0400,2025-07-04 09:44:30 -0400,"34"" (AW3425DWM)",1,LCD,Edge,3440 x 1440,180,7.7,8.4,7.3,7.5,7.5,7.6,21:9,34,"34""",10.0,4.1,4.1 ms,8.4,32.5,32.5%,7.7,505,505 cd/m²,7.3,504,504 cd/m²,7.3,4,4.0 ms,9.0,Yes,3992,"3,992 : 1",8.4,180 Hz,8.7,VA,109.6834073,110 PPI,7.2,66.68,66.7%,5.2,89.55,89.6%,8.2,https://i.rtings.com/assets/products/OK7A9HOH/dell-alienware-aw3425dwm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3425dwm_spd.jpg,https://i.rtings.com/assets/products/OK7A9HOH/dell-alienware-aw3425dwm/spd-small.jpg?format=auto,5.8,5.8 ms,8.7,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/kTy4pu4T/dell-alienware-aw3425dwm/design-small.jpg?format=auto,13718
126616,Dell S2725DC,Dell,dell-s2725dc,https://www.rtings.com/monitor/reviews/dell/s2725dc,238,v2.1.2,2026-01-08 00:00:00 -0500,2026-03-17 13:18:49 -0400,2026-02-02 14:59:50 -0500,"27"" (S2725DC)",1,LCD,Edge,2560 x 1440,144,3.2,8.2,4.9,6.7,7.7,6.0,16:9,27,"27""",10.0,7.5,7.5 ms,6.4,,0.0%,0.0,,0 cd/m²,0.0,,0 cd/m²,0.0,4.4,4.4 ms,8.9,No,1332,"1,332 : 1",6.5,144 Hz,8.3,IPS,108.7855393,109 PPI,7.2,,0.0%,0.0,,0.0%,0.0,https://i.rtings.com/assets/products/BY4SY2fU/dell-s2725dc/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725dc_spd.jpg,https://i.rtings.com/assets/products/BY4SY2fU/dell-s2725dc/spd-small.jpg?format=auto,7.7,7.7 ms,8.3,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/DHPiMDKG/dell-s2725dc/design-small.jpg?format=auto,16064
94439,Dell S2725QC,Dell,dell-s2725qc,https://www.rtings.com/monitor/reviews/dell/s2725qc,238,v2.1.2,2025-03-20 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-09-12 15:35:19 -0400,"27"" (S2725QC)",1,LCD,Edge,3840 x 2160,120,7.0,8.8,7.3,7.8,8.4,6.1,16:9,27,"27""",10.0,9,9.0 ms,6.0,23.5,23.5%,6.7,359,359 cd/m²,6.4,359,359 cd/m²,6.4,4.7,4.7 ms,8.9,No,1445,"1,445 : 1",6.6,120 Hz,8.0,IPS,163.1783089,163 PPI,8.6,59.19,59.2%,4.4,82.29,82.3%,7.1,https://i.rtings.com/assets/products/9XMaNjFZ/dell-s2725qc/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725qc_spd.jpg,https://i.rtings.com/assets/products/9XMaNjFZ/dell-s2725qc/spd-small.jpg?format=auto,13.9,13.9 ms,5.8,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/XJou44if/dell-s2725qc/design-small.jpg?format=auto,14954
96735,Dell S2725QS,Dell,dell-s2725qs,https://www.rtings.com/monitor/reviews/dell/s2725qs,238,v2.1.2,2025-03-19 20:00:01 -0400,2026-03-23 14:07:31 -0400,2025-09-30 12:33:14 -0400,"27"" (S2725QS)",1,LCD,Edge,3840 x 2160,120,7.2,8.9,7.3,7.9,8.4,6.1,16:9,27,"27""",10.0,11,11.0 ms,5.4,24.7,24.7%,6.9,365,365 cd/m²,6.5,365,365 cd/m²,6.5,4.6,4.6 ms,8.9,No,1386,"1,386 : 1",6.6,120 Hz,8.0,IPS,163.1783089,163 PPI,8.6,61.64,61.6%,4.7,85.58,85.6%,7.6,https://i.rtings.com/assets/products/vjCTKpVT/dell-s2725qs/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725qs_spd.jpg,https://i.rtings.com/assets/products/vjCTKpVT/dell-s2725qs/spd-small.jpg?format=auto,11,11.0 ms,7.4,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/hc7TelR3/dell-s2725qs/design-small.jpg?format=auto,15240
88588,Dell S3225QC,Dell,dell-s3225qc,https://www.rtings.com/monitor/reviews/dell/s3225qc,238,v2.1.2,2025-05-22 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-11-03 13:30:22 -0500,"32"" (S3225QC)",1,OLED,No Backlight,3840 x 2160,120,6.7,8.4,9.0,9.0,7.6,8.8,16:9,31.6,"32""",10.0,0.3,0.3 ms,9.9,45.2,45.2%,8.8,430,430 cd/m²,6.9,945,945 cd/m²,8.9,5.9,5.9 ms,8.7,No,Inf,Inf : 1,10.0,120 Hz,8.0,QD-OLED,139.4245044,139 PPI,8.1,78.54,78.5%,6.6,98.37,98.4%,9.7,https://i.rtings.com/assets/products/mZ7PgJFI/dell-s3225qc/spd-large.jpg?format=auto,spd_images/monitors/dell-s3225qc_spd.jpg,https://i.rtings.com/assets/products/mZ7PgJFI/dell-s3225qc/spd-small.jpg?format=auto,0.3,0.3 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/Dg7sGEDq/dell-s3225qc/design-small.jpg?format=auto,15639
96307,Dell S3225QS,Dell,dell-s3225qs,https://www.rtings.com/monitor/reviews/dell/s3225qs,238,v2.1.2,2025-04-14 00:00:00 -0400,2026-03-17 13:18:49 -0400,2025-08-07 09:15:18 -0400,"32"" (S3225QS)",1,LCD,Edge,3840 x 2160,120,7.1,8.5,7.5,7.6,8.1,6.7,16:9,31.5,"32""",10.0,7.7,7.7 ms,6.3,26.4,26.4%,7.1,377,377 cd/m²,6.5,376,376 cd/m²,6.5,5.8,5.8 ms,8.7,No,3701,"3,701 : 1",8.2,120 Hz,8.0,VA,139.8671219,140 PPI,8.1,61.84,61.8%,4.7,83.22,83.2%,7.2,https://i.rtings.com/assets/products/dI8syvfB/dell-s3225qs/spd-large.jpg?format=auto,spd_images/monitors/dell-s3225qs_spd.jpg,https://i.rtings.com/assets/products/dI8syvfB/dell-s3225qs/spd-small.jpg?format=auto,12.8,12.8 ms,6.6,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/emV7Vqkm/dell-s3225qs/design-small.jpg?format=auto,14367
88589,Dell U2725QE,Dell,dell-u2725qe,https://www.rtings.com/monitor/reviews/dell/u2725qe,238,v2.1.2,2025-02-25 00:00:00 -0500,2026-03-17 13:18:49 -0400,2025-04-24 13:54:24 -0400,"27"" (U2725QE)",1,LCD,Edge,3840 x 2160,120,8.1,8.1,7.9,7.9,8.5,6.5,16:9,27,"27""",10.0,8.4,8.4 ms,6.1,37,37.0%,8.2,672,672 cd/m²,8.1,543,543 cd/m²,7.5,5,5.0 ms,8.8,Yes,2410,"2,410 : 1",7.5,120 Hz,8.0,IPS,163.1783089,163 PPI,8.6,76.99,77.0%,6.4,98.78,98.8%,9.8,https://i.rtings.com/assets/products/oi1ztpSL/dell-u2725qe/spd-large.jpg?format=auto,spd_images/monitors/dell-u2725qe_spd.jpg,https://i.rtings.com/assets/products/oi1ztpSL/dell-u2725qe/spd-small.jpg?format=auto,15.1,15.1 ms,4.8,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/EJnSIT8d/dell-u2725qe/design-small.jpg?format=auto,12349
88590,Dell U3225QE,Dell,dell-u3225qe,https://www.rtings.com/monitor/reviews/dell/u3225qe,238,v2.1.2,2025-02-25 00:00:00 -0500,2026-03-17 13:18:49 -0400,2025-04-08 12:33:46 -0400,"32"" (U3225QE)",1,LCD,Edge,3840 x 2160,120,8.0,8.6,7.9,8.0,8.4,6.4,16:9,31.5,"32""",10.0,11.9,11.9 ms,5.0,36.4,36.4%,8.1,623,623 cd/m²,7.9,507,507 cd/m²,7.3,5.3,5.3 ms,8.8,Yes,2252,"2,252 : 1",7.4,120 Hz,8.0,IPS,139.8671219,140 PPI,8.1,76.55,76.6%,6.3,98.78,98.8%,9.8,https://i.rtings.com/assets/products/mPMBqDC5/dell-u3225qe/spd-large.jpg?format=auto,spd_images/monitors/dell-u3225qe_spd.jpg,https://i.rtings.com/assets/products/mPMBqDC5/dell-u3225qe/spd-small.jpg?format=auto,12.1,12.1 ms,7.0,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/L59W3KZp/dell-u3225qe/design-small.jpg?format=auto,12350
49534,Dell U4025QW,Dell,dell-u4025qw,https://www.rtings.com/monitor/reviews/dell/u4025qw,238,v2.1.2,2024-02-01 00:00:00 -0500,2026-03-17 13:18:49 -0400,2024-05-03 13:01:50 -0400,"40"" (U4025QW)",1,LCD,Edge,5120 x 2160,120,7.7,8.9,5.8,8.0,8.1,6.3,21:9,39.7,"40""",10.0,16.3,16.3 ms,2.5,38.1,38.1%,8.3,588,588 cd/m²,7.7,559,559 cd/m²,7.5,4.7,4.7 ms,8.9,Yes,1918,"1,918 : 1",7.1,120 Hz,8.0,IPS,139.9742467,140 PPI,8.1,77.75,77.8%,6.5,96.33,96.3%,9.4,https://i.rtings.com/assets/products/MkgWMJ11/dell-u4025qw/spd-large.jpg?format=auto,spd_images/monitors/dell-u4025qw_spd.jpg,https://i.rtings.com/assets/products/MkgWMJ11/dell-u4025qw/spd-small.jpg?format=auto,16.3,16.3 ms,3.6,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/NV0UEOvn/dell-u4025qw/design-small.jpg?format=auto,10548
127358,Dell U5226KW,Dell,dell-u5226kw,https://www.rtings.com/monitor/reviews/dell/u5226kw,238,v2.1.2,2026-01-12 00:00:00 -0500,2026-03-17 13:18:49 -0400,2026-02-11 08:55:08 -0500,"52"" (U5226KW)",1,LCD,Edge,6144 x 2560,120,3.2,9.2,5.1,7.3,7.7,5.4,21:9,51.5,"52""",10.0,8.4,8.4 ms,6.1,,0.0%,0.0,,0 cd/m²,0.0,,0 cd/m²,0.0,5,5.0 ms,8.8,No,1694,"1,694 : 1",6.9,120 Hz,8.0,IPS,129.2427184,129 PPI,7.8,,0.0%,0.0,,0.0%,0.0,https://i.rtings.com/assets/products/b9jKSWFX/dell-u5226kw/spd-large.jpg?format=auto,spd_images/monitors/dell-u5226kw_spd.jpg,https://i.rtings.com/assets/products/b9jKSWFX/dell-u5226kw/spd-small.jpg?format=auto,17.4,17.4 ms,2.5,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/SBnh4Zjp/dell-u5226kw/design-small.jpg?format=auto,16077
51510,Gigabyte AORUS FO27Q3,Gigabyte,gigabyte-aorus-fo27q3,https://www.rtings.com/monitor/reviews/gigabyte/aorus-fo27q3,238,v2.1.2,2024-04-30 00:00:00 -0400,2026-03-17 13:18:49 -0400,2024-06-17 12:10:01 -0400,"27"" (AORUS FO27Q3)",1,OLED,No Backlight,2560 x 1440,360,7.3,9.2,9.2,9.0,7.3,9.3,16:9,27,"27""",10.0,0.3,0.3 ms,9.9,48.3,48.3%,8.9,472,472 cd/m²,7.1,1044,"1,044 cd/m²",9.0,2.1,2.1 ms,9.4,No,Inf,Inf : 1,10.0,360 Hz,9.3,QD-OLED,108.7855393,109 PPI,7.2,80.13,80.1%,6.8,99.47,99.5%,9.9,https://i.rtings.com/assets/products/jV5LRscC/gigabyte-aorus-fo27q3/spd-large.jpg?format=auto,spd_images/monitors/gigabyte-aorus-fo27q3_spd.jpg,https://i.rtings.com/assets/products/jV5LRscC/gigabyte-aorus-fo27q3/spd-small.jpg?format=auto,0.3,0.3 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/z98nikFO/gigabyte-aorus-fo27q3/design-small.jpg?format=auto,10801
49896,Gigabyte AORUS FO32U2P,Gigabyte,gigabyte-aorus-fo32u2p,https://www.rtings.com/monitor/reviews/gigabyte/aorus-fo32u2p,238,v2.1.2,2024-04-01 00:00:00 -0400,2026-03-17 13:18:49 -0400,2024-06-13 16:15:35 -0400,"32"" (AORUS FO32U2P)",1,OLED,No Backlight,3840 x 2160,240,7.2,9.2,9.4,9.2,8.0,9.1,16:9,32,"32""",10.0,0.3,0.3 ms,9.9,46.8,46.8%,8.9,459,459 cd/m²,7.0,1019,"1,019 cd/m²",9.0,2.7,2.7 ms,9.3,No,Inf,Inf : 1,10.0,240 Hz,9.0,QD-OLED,137.6816981,138 PPI,8.0,79.05,79.1%,6.7,99.12,99.1%,9.9,https://i.rtings.com/assets/products/e6sNrfja/gigabyte-aorus-fo32u2p/spd-large.jpg?format=auto,spd_images/monitors/gigabyte-aorus-fo32u2p_spd.jpg,https://i.rtings.com/assets/products/e6sNrfja/gigabyte-aorus-fo32u2p/spd-small.jpg?format=auto,0.3,0.3 ms,9.9,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/H2SFbEsd/gigabyte-aorus-fo32u2p/design-small.jpg?format=auto,10746
