snapshot_date,product_id,size_inches,best_price,price_source,color_architecture
2026-06-01,91962,32.0,1022.42,amazon,QD-LCD
2026-04-13,66546,32.0,1039.99,amazon_3p,QD-LCD
2026-04-13,63127,32.0,1045.32,amazon,QD-OLED
2026-03-30,91962,32.0,1049.0,amazon,QD-LCD
2026-03-23,91962,32.0,1049.0,amazon,QD-LCD
2026-05-18,91962,32.0,1049.0,amazon,QD-LCD
2026-04-06,66546,32.0,1049.99,amazon_3p,QD-LCD
2026-04-06,56054,34.0,1063.53,amazon,WOLED
2026-03-30,56054,34.0,1063.53,amazon,WOLED
2026-04-13,56054,34.0,1063.53,amazon,WOLED
2026-04-27,33710,32.0,1065.99,amazon,QD-LCD
2026-05-25,64783,34.0,1078.33,amazon_3p,QD-OLED
2026-06-01,64783,34.0,1078.33,amazon_3p,QD-OLED
2026-05-18,42065,32.0,1078.99,amazon,QD-OLED
2026-04-27,37157,27.0,1094.98,amazon_3p,WOLED
2026-04-13,37157,27.0,1094.98,amazon_3p,WOLED
2026-04-06,37157,27.0,1094.98,amazon_3p,WOLED
2026-03-30,37157,27.0,1094.98,amazon_3p,WOLED
2026-03-23,37157,27.0,1094.98,amazon_3p,WOLED
2026-04-23,37157,27.0,1094.98,amazon_3p,WOLED
2026-03-30,88031,,1099.0,amazon,QD-OLED
2026-04-06,110675,27.0,1099.0,amazon,WOLED
2026-05-25,110675,27.0,1099.0,amazon,WOLED
2026-05-11,110675,27.0,1099.0,amazon,WOLED
2026-04-27,110675,27.0,1099.0,amazon,WOLED
2026-03-30,110675,27.0,1099.0,amazon,WOLED
2026-05-04,110675,27.0,1099.0,amazon,WOLED
2026-05-18,110675,27.0,1099.0,amazon,WOLED
