snapshot_date,product_id,size_inches,best_price,price_source,color_architecture
2026-02-19,96104,55.0,579.99,bestbuy,Pseudo QD
2026-02-19,96104,65.0,799.99,bestbuy,Pseudo QD
2026-02-19,96104,75.0,999.99,bestbuy,Pseudo QD
2026-02-19,96104,85.0,1297.99,rtings,Pseudo QD
2026-02-19,96104,100.0,2199.99,rtings,Pseudo QD
2026-02-19,96722,55.0,1299.99,rtings,KSF
2026-02-19,96722,65.0,1399.99,rtings,KSF
2026-02-19,96722,75.0,1899.99,rtings,KSF
2026-02-19,96722,85.0,2398.0,amazon,KSF
2026-02-19,96722,98.0,4998.0,amazon_3p,KSF
2026-02-19,92248,55.0,2299.99,rtings,QD-OLED
2026-02-19,92248,65.0,2699.99,rtings,QD-OLED
2026-02-19,88591,65.0,5299.99,rtings,QD-LCD
2026-02-19,88591,75.0,6199.99,rtings,QD-LCD
2026-02-19,88591,85.0,7999.99,rtings,QD-LCD
2026-02-19,88591,98.0,34999.99,rtings,QD-LCD
2026-02-19,96118,55.0,449.99,rtings,Pseudo QD
2026-02-19,96118,65.0,579.99,rtings,Pseudo QD
2026-02-19,96118,75.0,699.99,rtings,Pseudo QD
2026-02-19,96118,85.0,937.99,rtings,Pseudo QD
2026-02-19,96118,100.0,1799.99,rtings,Pseudo QD
2026-02-19,92242,65.0,3299.99,rtings,QD-LCD
2026-02-19,92242,75.0,3299.99,rtings,QD-LCD
2026-02-19,92242,85.0,5299.99,rtings,QD-LCD
2026-02-19,96128,43.0,259.59,amazon_3p,Pseudo QD
2026-02-19,96128,50.0,239.99,rtings,Pseudo QD
2026-02-19,96128,55.0,259.99,bestbuy,Pseudo QD
2026-02-19,96128,65.0,329.99,bestbuy,Pseudo QD
2026-02-19,96128,75.0,446.99,bestbuy,Pseudo QD
2026-02-19,96128,85.0,799.99,bestbuy,Pseudo QD
2026-02-19,92240,55.0,1299.99,rtings,QD-LCD
2026-02-19,92240,65.0,1147.99,amazon_3p,QD-LCD
2026-02-19,92240,75.0,1547.99,amazon_3p,QD-LCD
2026-02-19,92240,85.0,3499.99,rtings,QD-LCD
2026-02-19,92240,100.0,4499.99,bestbuy,QD-LCD
2026-02-19,88603,48.0,649.99,bestbuy,WOLED
2026-02-19,88603,55.0,899.99,bestbuy,WOLED
2026-02-19,88603,65.0,999.99,bestbuy,WOLED
2026-02-19,88603,77.0,1499.99,bestbuy,WOLED
2026-02-19,88603,,2696.99,rtings,WOLED
2026-02-19,96119,50.0,289.99,bestbuy,Pseudo QD
2026-02-19,96119,55.0,329.99,amazon,Pseudo QD
2026-02-19,96119,65.0,437.99,bestbuy,Pseudo QD
2026-02-19,96119,75.0,547.99,bestbuy,Pseudo QD
2026-02-19,96119,85.0,799.99,bestbuy,Pseudo QD
2026-02-19,96119,100.0,1699.99,bestbuy,Pseudo QD
2026-02-19,88497,65.0,1899.99,bestbuy,QD-LCD
2026-02-19,88497,75.0,1997.99,amazon_3p,QD-LCD
2026-02-19,88497,85.0,3299.99,bestbuy,QD-LCD
2026-02-19,94057,43.0,229.99,bestbuy,WLED
2026-02-19,94057,50.0,269.99,bestbuy,WLED
2026-02-19,94057,55.0,349.99,bestbuy,WLED
2026-02-19,94057,58.0,377.99,amazon,WLED
2026-02-19,94057,65.0,429.99,rtings,WLED
2026-02-19,94057,70.0,529.99,rtings,WLED
2026-02-19,94057,75.0,549.99,rtings,WLED
2026-02-19,94057,85.0,899.99,rtings,WLED
2026-02-19,88503,43.0,267.99,amazon_3p,WLED
2026-02-19,88503,50.0,297.99,amazon_3p,WLED
2026-02-19,88503,55.0,287.99,amazon_3p,WLED
2026-02-19,88503,65.0,369.99,amazon_3p,WLED
2026-02-19,88503,70.0,469.99,amazon_3p,WLED
2026-02-19,88503,75.0,497.99,amazon_3p,WLED
2026-02-19,88503,85.0,747.99,amazon_3p,WLED
2026-02-19,101781,65.0,1299.99,rtings,QD-LCD
2026-02-19,101781,75.0,1998.99,rtings,QD-LCD
2026-02-19,101781,85.0,2199.99,rtings,QD-LCD
2026-02-19,101781,98.0,3999.99,rtings,QD-LCD
2026-02-19,92245,43.0,398.0,amazon,WLED
2026-02-19,92245,50.0,499.99,rtings,WLED
2026-02-19,92245,55.0,599.99,rtings,WLED
2026-02-19,92245,65.0,699.99,rtings,WLED
2026-02-19,92245,75.0,899.99,rtings,WLED
2026-02-19,96489,65.0,896.95,amazon_3p,QD-LCD
2026-02-19,96489,,1399.99,rtings,QD-LCD
2026-02-19,96489,85.0,2199.99,rtings,QD-LCD
2026-02-19,100489,50.0,349.99,rtings,Pseudo QD
2026-02-19,100489,55.0,379.99,rtings,Pseudo QD
2026-02-19,100489,65.0,549.99,rtings,Pseudo QD
2026-02-19,100489,75.0,699.99,rtings,Pseudo QD
2026-02-19,100489,85.0,899.99,rtings,Pseudo QD
2026-02-19,98323,43.0,208.99,rtings,WLED
2026-02-19,98323,50.0,248.99,bestbuy,WLED
2026-02-19,98323,55.0,298.99,bestbuy,WLED
2026-02-19,98323,,379.99,rtings,WLED
2026-02-19,98323,75.0,548.99,bestbuy,WLED
2026-02-19,98323,86.0,748.99,bestbuy,WLED
2026-02-19,112536,65.0,1799.99,bestbuy,QD-LCD
2026-02-19,112536,75.0,2499.99,bestbuy,QD-LCD
2026-02-19,112536,85.0,2699.99,bestbuy,QD-LCD
2026-02-19,112536,98.0,4999.99,bestbuy,QD-LCD
2026-02-19,96964,32.0,379.99,bestbuy,Pseudo QD
2026-02-19,96964,43.0,429.99,bestbuy,Pseudo QD
2026-02-19,96964,50.0,499.99,bestbuy,Pseudo QD
2026-02-19,96964,55.0,597.99,amazon,Pseudo QD
2026-02-19,96964,65.0,699.99,bestbuy,Pseudo QD
2026-02-19,96964,75.0,899.99,bestbuy,Pseudo QD
2026-02-19,96964,85.0,1699.99,bestbuy,Pseudo QD
2026-02-19,92233,55.0,799.99,bestbuy,Pseudo QD
2026-02-19,92233,65.0,699.99,bestbuy,Pseudo QD
2026-02-19,92233,75.0,899.99,bestbuy,Pseudo QD
2026-02-19,92233,100.0,3496.99,amazon,Pseudo QD
2026-02-19,117450,98.0,4999.99,rtings,KSF
2026-02-19,117447,100.0,2999.99,bestbuy,Pseudo QD
2026-02-19,117449,98.0,3999.99,rtings,QD-LCD
2026-02-19,102827,98.0,1499.99,bestbuy,Pseudo QD
2026-02-19,117448,100.0,5999.99,rtings,QD-LCD
2026-02-19,102906,55.0,699.99,bestbuy,QD-LCD
2026-02-19,102906,75.0,1198.0,amazon,QD-LCD
2026-02-19,102195,43.0,199.99,bestbuy,WLED
2026-02-19,102195,50.0,249.99,bestbuy,WLED
2026-02-19,102195,55.0,279.99,bestbuy,WLED
2026-02-19,102195,58.0,299.99,bestbuy,WLED
2026-02-19,102195,65.0,329.99,bestbuy,WLED
2026-02-19,102195,75.0,449.99,bestbuy,WLED
2026-02-19,102195,70.0,399.99,bestbuy,WLED
2026-02-19,102195,85.0,699.99,bestbuy,WLED
2026-02-19,92239,55.0,899.99,rtings,QD-LCD
2026-02-19,92239,65.0,899.99,bestbuy,QD-LCD
2026-02-19,92239,75.0,1199.99,bestbuy,QD-LCD
2026-02-19,92239,85.0,1699.99,bestbuy,QD-LCD
2026-02-23,39008,65.0,849.99,amazon,KSF
2026-02-23,39008,85.0,1994.99,bestbuy,KSF
2026-02-23,39008,98.0,3999.99,bestbuy,KSF
2026-02-23,39009,77.0,4499.99,bestbuy,QD-OLED
2026-02-23,55354,55.0,499.99,rtings,KSF
2026-02-23,55354,65.0,598.99,bestbuy,KSF
2026-02-23,55354,75.0,899.99,rtings,KSF
2026-02-23,55354,85.0,1499.99,rtings,KSF
2026-02-23,55354,43.0,369.99,rtings,KSF
2026-02-23,55354,50.0,419.99,rtings,KSF
2026-02-23,49703,55.0,1399.99,rtings,QD-OLED
2026-02-23,49703,65.0,1699.99,rtings,QD-OLED
2026-02-23,49703,77.0,1759.99,bestbuy,QD-OLED
2026-02-23,49703,83.0,4299.99,rtings,QD-OLED
2026-02-23,49703,48.0,1199.99,rtings,QD-OLED
2026-02-23,49703,42.0,1099.99,rtings,QD-OLED
2026-02-23,56341,32.0,479.99,rtings,Pseudo QD
2026-02-23,56341,43.0,522.99,bestbuy,Pseudo QD
2026-02-23,56341,50.0,599.99,rtings,Pseudo QD
2026-02-23,56341,55.0,559.99,bestbuy,Pseudo QD
2026-02-23,56341,65.0,799.99,rtings,Pseudo QD
2026-02-23,56341,70.0,999.99,rtings,Pseudo QD
2026-02-23,56341,75.0,1199.99,rtings,Pseudo QD
2026-02-23,56341,85.0,1504.06,amazon_3p,Pseudo QD
2026-02-23,49702,55.0,2399.99,rtings,QD-OLED
2026-02-23,49702,65.0,3099.99,rtings,QD-OLED
2026-02-23,49702,77.0,4399.99,rtings,QD-OLED
2026-02-23,49540,55.0,989.99,bestbuy,WOLED
2026-02-23,49540,77.0,1529.99,bestbuy,WOLED
2026-02-23,49540,,3999.99,rtings,WOLED
2026-02-23,49542,55.0,1899.99,bestbuy,WOLED
2026-02-23,49542,65.0,1796.99,amazon_3p,WOLED
2026-02-23,49542,77.0,2804.99,bestbuy,WOLED
2026-02-23,49542,,19999.99,rtings,WOLED
2026-02-23,49541,48.0,886.95,amazon_3p,WOLED
2026-02-23,49541,55.0,1149.0,rtings,WOLED
2026-02-23,49541,65.0,1274.99,bestbuy,WOLED
2026-02-23,49541,77.0,1975.99,bestbuy,WOLED
2026-02-23,49541,,5399.99,rtings,WOLED
2026-02-23,56163,43.0,999.99,rtings,Pseudo QD
2026-02-23,56163,50.0,692.99,amazon_3p,Pseudo QD
2026-02-23,56163,55.0,999.99,bestbuy,Pseudo QD
2026-02-23,56163,65.0,1299.99,bestbuy,Pseudo QD
2026-02-23,56163,75.0,2199.99,bestbuy,Pseudo QD
2026-02-23,56163,85.0,1997.96,amazon_3p,Pseudo QD
2026-02-23,49719,55.0,1058.28,amazon_3p,QD-LCD
2026-02-23,49719,65.0,1599.99,rtings,QD-LCD
2026-02-23,49719,75.0,1624.99,bestbuy,QD-LCD
2026-02-23,49719,85.0,2499.99,rtings,QD-LCD
