product_id,fullname,brand,url_part,review_url,test_bench_id,test_bench_version,released_at,first_published_at,last_updated_at,sizes_available,product_type,display_type,backlight_type_v2,dimming_zone_count,color_architecture,qd_present,qd_material,spd_verified,marketing_label,panel_type,panel_sub_type,backlight_type_rtings,spd_classification,spd_confidence,blue_peak_nm,blue_fwhm_nm,green_peak_nm,green_fwhm_nm,red_peak_nm,red_fwhm_nm,mixed_usage,home_theater,gaming,sports,bright_room,color_score,brightness_score,black_level_score,contrast_ratio_score,native_contrast_score,sdr_dci_p3_coverage_pct,sdr_bt2020_coverage_pct,hdr_bt2020_coverage_itp_pct,sdr_real_scene_peak_nits,sdr_peak_10pct_nits,sdr_peak_2pct_nits,hdr_peak_100pct_nits,hdr_peak_50pct_nits,hdr_peak_25pct_nits,hdr_peak_10pct_nits,hdr_peak_2pct_nits,native_contrast,contrast_ratio,first_response_time_ms,total_response_time_ms,input_lag_1080p_ms,input_lag_4k_ms,native_refresh_rate,vrr_support,hdmi_forum_vrr,hdmi_ports,hdmi_21_speed,resolution,ground_truth_tech,ground_truth_qd_type,match_status,scraped_at,spd_image,spd_image_local
98323,LG UA77,LG,lg-ua77,https://www.rtings.com/tv/reviews/lg/ua77,227,v2.2,2025-05-04 20:00:01 -0400,2025-10-06 15:03:36 -0400,2026-03-17 10:24:05 -0400,"43"" (43UA7700PUB); 50"" (50UA7700PUB); 55"" (55UA7700PUB); 65"" (65UA7700PUB); 75"" (75UA7700PUA); 85"" (86UA7700PUA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,UHD,LCD,IPS,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/lg-ua77_spd.jpg
57721,LG UT75,LG,lg-ut75,https://www.rtings.com/tv/reviews/lg/ut7570-ut75-ut7590,227,v2.2,2024-04-01 00:00:00 -0400,2024-07-30 09:58:36 -0400,2026-03-10 09:27:33 -0400,"43"" (43UT7590PUA); 50"" (50UT7570PUB); 55"" (55UT7570PUB); 65"" (65UT7570PUB); 70"" (70UT7590PUA); 75"" (75UT7590PUA); 86"" (86UT7590PUA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,UHD,LCD,IPS,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/lg-ut75_spd.jpg
88503,Panasonic W70B,Panasonic,panasonic-w70b,https://www.rtings.com/tv/reviews/panasonic/w70b,227,v2.2,2025-03-19 00:00:00 -0400,2025-08-18 10:46:40 -0400,2026-03-12 09:57:18 -0400,"43"" (43W70BP); 50"" (50W70BP); 55"" (55W70BP); 65"" (65W70BP); 70"" (70W70BP); 75"" (75W70BP); 85"" (85W70BP)",tv,LCD,,,QD-LCD,Yes,InP,Yes,,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-w70b_spd.jpg
74025,Panasonic W95A,Panasonic,panasonic-w95a,https://www.rtings.com/tv/reviews/panasonic/w95a,227,v2.2,2024-09-18 00:00:00 -0400,2024-10-25 10:50:48 -0400,2026-03-25 09:03:01 -0400,"55"" (TV-55W95AP); 65"" (TV-65W95AP); 75"" (TV-75W95AP); 85"" (TV-85W95AP)",tv,LCD,,,QD-LCD,Yes,InP,Yes,,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-w95a_spd.jpg
74026,Panasonic Z85A OLED,Panasonic,panasonic-z85a-oled,https://www.rtings.com/tv/reviews/panasonic/z85a-oled,197,v2.0.1,2024-09-18 00:00:00 -0400,2024-10-16 10:20:02 -0400,2026-03-19 08:55:03 -0400,"55"" (TV-55Z85AP); 65"" (TV-65Z85AP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-z85a-oled_spd.jpg
118244,Panasonic Z8BA OLED,Panasonic,panasonic-z8ba-oled,https://www.rtings.com/tv/reviews/panasonic/z8ba-oled,227,v2.2,2025-11-10 00:00:00 -0500,2026-03-19 08:50:53 -0400,2026-03-19 08:50:53 -0400,"77"" (77Z8BAP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-z8ba-oled_spd.jpg
74024,Panasonic Z95A OLED,Panasonic,panasonic-z95a-oled,https://www.rtings.com/tv/reviews/panasonic/z95a-oled,197,v2.0.1,2024-09-18 00:00:00 -0400,2024-10-16 09:58:18 -0400,2025-09-04 13:40:28 -0400,"65"" (TV-65Z95AP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-z95a-oled_spd.jpg
88502,Panasonic Z95B OLED,Panasonic,panasonic-z95b-oled,https://www.rtings.com/tv/reviews/panasonic/z95b-oled,227,v2.2,2025-06-18 00:00:00 -0400,2025-09-03 14:43:17 -0400,2026-03-25 09:02:01 -0400,"55"" (TV-55Z95BP); 65"" (TV-65Z95BP); 77"" (TV-77Z95BP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/panasonic-z95b-oled_spd.jpg
92761,Philips 974 Series OLED,Philips,philips-974-series-oled,https://www.rtings.com/tv/reviews/philips/974-series-oled,197,v2.0.1,2025-02-15 00:00:00 -0500,2025-07-08 12:13:11 -0400,2025-07-08 12:13:11 -0400,"65"" (65OLED974/F7)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/philips-974-series-oled_spd.jpg
102906,Roku Pro Series 2025,Roku,roku-pro-series-2025,https://www.rtings.com/tv/reviews/roku/pro-series-2025,227,v2.2,2025-06-16 00:00:00 -0400,2025-12-05 11:50:00 -0500,2026-03-13 12:07:41 -0400,"55"" (55R8C5); 65"" (65R8C5); 75"" (75R8C5)",tv,LCD,,,QD-LCD,Yes,InP,Yes,,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/roku-pro-series-2025_spd.jpg
37906,Roku Select Series 2023,Roku,roku-select-series-2023,https://www.rtings.com/tv/reviews/roku/select-series,197,v2.0.1,2023-03-01 00:00:00 -0500,2023-11-24 11:31:19 -0500,2025-05-08 10:57:38 -0400,"24"" (24R2A5R); 32"" (32R2A5R); 40"" (40R2A5R); 43"" (43R4A5R); 50"" (50R4A5R); 55"" (55R4A5R); 65"" (65R4A5R); 75"" (75R4A5R)",tv,LCD,,,QD-LCD,Yes,InP,Yes,,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/roku-select-series-2023_spd.jpg
117448,Samsung 100QN80F,Samsung,samsung-100qn80f,https://www.rtings.com/tv/reviews/samsung/100qn80f,197,v2.0.1,2025-03-26 00:00:00 -0400,2025-11-25 10:04:16 -0500,2025-11-25 17:33:20 -0500,"100"" (QN100QN80FFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-100qn80f_spd.jpg
57180,Samsung DU7200,Samsung,samsung-du7200,https://www.rtings.com/tv/reviews/samsung/du7200-du7200d,197,v2.0.1,2024-04-01 00:00:00 -0400,2024-11-07 11:08:17 -0500,2025-09-16 10:00:31 -0400,"43"" (UN43DU7200FXZA); 50"" (UN50DU7200FXZA); 55"" (UN55DU7200FXZA); 60"" (UN60DU7200FXZA); 65"" (UN65DU7200FXZA); 70"" (UN70DU7200FXZA); 75"" (UN75DU7200FXZA); 85"" (UN85DU7200FXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Crystal UHD,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-du7200_spd.jpg
55354,Samsung DU8000,Samsung,samsung-du8000,https://www.rtings.com/tv/reviews/samsung/du8000,227,v2.2,2024-03-11 00:00:00 -0400,2024-04-11 09:39:00 -0400,2026-03-12 16:06:24 -0400,"43"" (UN43DU8000FXZA); 43"" (UN43DUX1EAFXZA); 50"" (UN50DU8000FXZA); 50"" (UN50DUX1EAFXZA); 55"" (UN55DU8000FXZA); 65"" (UN65DU8000FXZA); 75"" (UN75DU8000FXZA); 85"" (UN85DU8000FXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Crystal UHD,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-du8000_spd.jpg
134691,Samsung M80H,Samsung,samsung-m80h,https://www.rtings.com/early-access/tv/reviews/samsung/m80h,227,v2.2,2026-03-23 20:00:01 -0400,,2026-05-29 11:48:16 -0400,"55"" (UN55M80HAFXZA); 65"" (UN65M80HAFXZA); 75"" (UN75M80HAFXZA); 85"" (UN85M80HAFXZA)",tv,LCD,,,ERROR: 'float' object has no attribute 'upper',No,,No,,,,,ERROR: 'float' object has no attribute 'upper',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-m80h_spd.jpg
56341,Samsung Q60D,Samsung,samsung-q60d,https://www.rtings.com/tv/reviews/samsung/q60d-q60-q60dd-qled,227,v2.2,2024-03-10 20:00:01 -0400,2024-05-16 10:02:11 -0400,2026-03-13 13:27:37 -0400,"32"" (QN32Q60DAFXZA); 43"" (QN43Q60DAFXZA); 50"" (QN50Q60DAFXZA); 55"" (QN55Q60DAFXZA); 65"" (QN65Q60DAFXZA); 70"" (QN70Q60DAFXZA); 75"" (QN75Q60DAFXZA); 85"" (QN85Q60DAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q60d_spd.jpg
57710,Samsung Q70D,Samsung,samsung-q70d,https://www.rtings.com/tv/reviews/samsung/q70d-q70-q72d-qled,197,v2.0.1,2024-04-01 00:00:00 -0400,2024-09-24 11:06:31 -0400,2025-09-24 16:58:58 -0400,"55"" (QN55Q70DAFXZA); 65"" (QN65Q70DAFXZA); 75"" (QN75Q70DAFXZA); 85"" (QN85Q70DAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q70d_spd.jpg
94324,Samsung Q7F 2025,Samsung,samsung-q7f-2025,https://www.rtings.com/tv/reviews/samsung/q7f-2025,227,v2.2,2025-03-23 20:00:01 -0400,2025-06-26 09:09:59 -0400,2026-03-10 15:46:27 -0400,"43"" (QN43Q7FAAFXZA); 50"" (QN50Q7FAAFXZA); 55"" (QN55Q7FAAFXZA); 65"" (QN65Q7FAAFXZA); 75"" (QN75Q7FAAFXZA); 85"" (QN85Q7FAAFXZA); 98"" (QN98Q7FAAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q7f-2025_spd.jpg
57179,Samsung Q80D,Samsung,samsung-q80d,https://www.rtings.com/tv/reviews/samsung/q80d-q80-q80dd-qled,227,v2.2,2024-04-01 00:00:00 -0400,2024-10-04 10:41:58 -0400,2026-03-12 12:09:24 -0400,"50"" (QN50Q80DAFXZA); 55"" (QN55Q80DAFXZA); 65"" (QN65Q80DAFXZA); 75"" (QN75Q80DAFXZA); 85"" (QN85Q80DAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q80d_spd.jpg
96964,Samsung Q8F 2025,Samsung,samsung-q8f-2025,https://www.rtings.com/tv/reviews/samsung/q8f-2025,227,v2.2,2025-05-06 00:00:00 -0400,2025-10-31 10:47:20 -0400,2026-03-12 10:40:56 -0400,"32"" (QN32Q8FAAFXZA); 43"" (QN43Q8FAAFXZA); 50"" (QN50Q8FAAFXZA); 55"" (QN55Q8FAAFXZA); 65"" (QN65Q8FAAFXZA); 75"" (QN75Q8FAAFXZA); 85"" (QN85Q8FAAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q8f-2025_spd.jpg
92239,Samsung QN70F,Samsung,samsung-qn70f,https://www.rtings.com/tv/reviews/samsung/qn70f,227,v2.2,2025-04-08 20:00:01 -0400,2026-02-12 12:25:35 -0500,2026-05-28 08:25:25 -0400,"55"" (QN55QN70FAFXZA); 65"" (QN65QN70FAFXZA); 75"" (QN75QN70FAFXZA); 85"" (QN85QN70FAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn70f_spd.jpg
92240,Samsung QN80F,Samsung,samsung-qn80f,https://www.rtings.com/tv/reviews/samsung/qn80f,227,v2.2,2025-03-25 20:00:01 -0400,2025-07-16 09:09:04 -0400,2026-05-12 13:53:35 -0400,"55"" (QN55QN80FAFXZA); 65"" (QN65QN80FAFXZA); 75"" (QN75QN80FAFXZA); 85"" (QN85QN80FAFXZA); 100"" (QN100QN80FFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn80f_spd.jpg
128112,Samsung QN80H,Samsung,samsung-qn80h,https://www.rtings.com/tv/reviews/samsung/qn80h,227,v2.2,2026-03-23 20:00:01 -0400,2026-05-12 13:50:09 -0400,2026-05-12 13:50:09 -0400,"55"" (QN55QN80HAFXZA); 65"" (QN65QN80HAFXZA); 75"" (QN75QN80HAFXZA); 85"" (QN85QN80HAFXZA); 100"" (QN100QN80HFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn80h_spd.jpg
49719,Samsung QN85D,Samsung,samsung-qn85d,https://www.rtings.com/tv/reviews/samsung/qn85d-qn85dd-qled,227,v2.2,2024-03-01 00:00:00 -0500,2024-05-14 12:51:44 -0400,2026-03-16 09:46:18 -0400,"55"" (QN55QN85DBFXZA); 65"" (QN65QN85DBFXZA); 75"" (QN75QN85DBFXZA); 85"" (QN85QN85DBFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn85d_spd.jpg
49718,Samsung QN900D 8K,Samsung,samsung-qn900d-8k,https://www.rtings.com/tv/reviews/samsung/qn900d-8k-qled,197,v2.0.1,2024-03-01 00:00:00 -0500,2024-09-11 09:15:07 -0400,2025-08-29 15:08:34 -0400,"65"" (QN65QN900DFXZA); 75"" (QN75QN900DFXZA); 85"" (QN85QN900DFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,8k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn900d-8k_spd.jpg
92242,Samsung QN900F 8K,Samsung,samsung-qn900f-8k,https://www.rtings.com/tv/reviews/samsung/qn900f-8k,210,v2.1,2025-03-26 00:00:00 -0400,2025-08-29 14:57:26 -0400,2026-01-20 15:40:10 -0500,"65"" (QN65QN900FFXZA); 75"" (QN75QN900FFXZA); 85"" (QN85QN900FFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60Hz,,,,,8k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn900f-8k_spd.jpg
49720,Samsung QN90D,Samsung,samsung-qn90d,https://www.rtings.com/tv/reviews/samsung/qn90d-qn90dd-qled,227,v2.2,2024-03-21 00:00:00 -0400,2024-06-03 11:49:48 -0400,2026-03-17 09:30:59 -0400,"43"" (QN43QN90DAFXZA); 50"" (QN50QN90DAFXZA); 55"" (QN55QN90DAFXZA); 65"" (QN65QN90DAFXZA); 75"" (QN75QN90DAFXZA); 85"" (QN85QN90DAFXZA); 98"" (QN98QN90DAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn90d_spd.jpg
92241,Samsung QN90F,Samsung,samsung-qn90f,https://www.rtings.com/tv/reviews/samsung/qn90f,227,v2.2,2025-03-17 00:00:00 -0400,2025-05-02 14:20:36 -0400,2026-05-04 09:59:50 -0400,"43"" (QN43QN90FAFXZA); 50"" (QN50QN90FAFXZA); 55"" (QN55QN90FAFXZA); 65"" (QN65QN90FAFXZA); 75"" (QN75QN90FAFXZA); 85"" (QN85QN90FAFXZA); 98"" (QN98QN90FAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,165Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn90f_spd.jpg
57722,Samsung QN95D,Samsung,samsung-qn95d,https://www.rtings.com/tv/reviews/samsung/qn95d,197,v2.0.1,2024-07-01 00:00:00 -0400,2024-12-13 10:09:26 -0500,2025-09-24 16:59:00 -0400,"65"" (QN65QN95DAFXZA); 75"" (QN75QN95DAFXZA); 85"" (QN85QN95DAFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn95d_spd.jpg
88591,Samsung QN990F 8K,Samsung,samsung-qn990f-8k,https://www.rtings.com/tv/reviews/samsung/qn990f-8k,227,v2.2,2025-04-09 00:00:00 -0400,2025-06-11 09:33:35 -0400,2026-03-12 10:23:18 -0400,"65"" (‎QN65QN990FFXZA); 75"" (QN75QN990FFXZA); 85"" (QN85QN990FFXZA); 98"" (QN98QN990FFXZA)",tv,LCD,,,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,,QD-LCD,high,449.8,16.7,540.1,36.0,629.2,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,8k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn990f-8k_spd.jpg
49704,Samsung S85D OLED,Samsung,samsung-s85d-oled,https://www.rtings.com/tv/reviews/samsung/s85d-oled,197,v2.0.1,2024-05-05 20:00:01 -0400,2024-06-28 10:41:41 -0400,2025-05-08 10:57:38 -0400,"55"" (QN55S85DAEXZA); 65"" (QN65S85DAEXZA); 77"" (QN77S85DAEXZA); 83"" (QN83S85DAEXZA)",tv,OLED,,,WOLED,No,,Yes,Samsung OLED,OLED,WOLED,,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-s85d-oled_spd.jpg
92236,Samsung S85F OLED,Samsung,samsung-s85f-oled,https://www.rtings.com/tv/reviews/samsung/s85f-oled,227,v2.2,2025-03-26 00:00:00 -0400,2025-04-29 15:52:46 -0400,2026-03-11 12:48:16 -0400,"55"" (QN55S85FAFXZA); 65"" (QN65S85FAFXZA); 77"" (QN77S85FAFXZA); 83"" (QN83S85FAFXZA)",tv,OLED,,,QD-OLED,Yes,InP,Yes,QD-OLED,OLED,QD-OLED,,QD-OLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-s85f-oled_spd.jpg
49703,Samsung S90D OLED,Samsung,samsung-s90d-oled,https://www.rtings.com/tv/reviews/samsung/s90d-s90dd-oled-qd-oled,227,v2.2,2024-03-01 00:00:00 -0500,2024-04-18 14:38:48 -0400,2026-03-11 14:11:39 -0400,"42"" (WOLED) (QN42S90DAEXZA); 48"" (WOLED) (QN48S90DAEXZA); 55"" (QD-OLED) (QN55S90DAFXZA); 65"" (QD-OLED) (QN65S90DAFXZA); 77"" (QD-OLED) (QN77S90DAFXZA); 83"" (WOLED) (QN83S90DAEXZA)",tv,OLED,,,QD-OLED,Yes,InP,Yes,QD-OLED,OLED,QD-OLED,,QD-OLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-s90d-oled_spd.jpg
92237,Samsung S90F OLED,Samsung,samsung-s90f-oled,https://www.rtings.com/tv/reviews/samsung/s90f-oled,227,v2.2,2025-04-09 00:00:00 -0400,2025-06-02 14:07:18 -0400,2026-05-04 09:59:23 -0400,"42"" (‎QN42S90FAEXZA); 48"" (QN48S90FAEXZA); 55"" (QN55S90FAFXZA); 65"" (QN65S90FAFXZA); 77"" (QN77S90FAFXZA); 83"" (QN83S90FAEXZA)",tv,OLED,,,QD-OLED,Yes,InP,Yes,QD-OLED,OLED,QD-OLED,,QD-OLED,high,451.8,21.5,534.3,32.6,625.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,144Hz,,,,,4k,,,NO_GT,2026-06-01T18:32:22.191541+00:00,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-s90f-oled_spd.jpg
