amazon_asin,keepa_title,keepa_brand,amazon_price,new_3p_price,buy_box_price,list_price,amazon_price_history_points,new_3p_price_history_points,list_price_history_points,new_3p_price_90d_min,new_3p_price_90d_avg,new_3p_price_90d_max,amazon_price_90d_min,amazon_price_90d_avg,amazon_price_90d_max,list_price_90d_min,list_price_90d_avg,list_price_90d_max
B0DXMVWFMC,"Samsung 50-Inch Class Neo QLED 4K QN90F Series, Vision AI, Mini LED Smart TV (2025 Model, 50QN90F) Neo Quantum HDR+, Object Tracking Sound Lite w/Dolby Atmos, Glare Free, Gaming Hub, Alexa Built-in",Samsung,,,,,58.0,247.0,604.0,967.99,1198.9658536585366,2047.42,999.99,1059.3233333333335,1097.99,997.99,1074.4584684684687,1127.99
B0DXN1MR2Z,"Samsung 75-Inch Class Neo QLED 4K QN90F Series, Vision AI, Mini LED Smart TV (2025 Model, 75QN90F) Neo Quantum HDR+, Object Tracking Sound+ w/Dolby Atmos, Glare Free, Gaming Hub, Alexa Built-in",Samsung,,1469.0,,1486.95,93.0,504.0,1347.0,1469.0,1674.7212195121954,1847.99,1499.0,1736.053125,1997.99,1487.95,1760.951904761905,1997.99
B0DWTB34HP,,,,,,,1.0,1.0,,,,,,,,,,
B0DXN1BYQM,"Samsung 77-Inch Class OLED S95F 4K Glare Free Smart TV (2025 Model) NQ4 AI Gen3 Processor, HDR Pro, Motion Xcelerator 164Hz, Dolby Atmos, Samsung Vision AI, Alexa Built-in",Samsung,,3697.99,,,54.0,220.0,1017.0,2872.99,3232.3044,3697.99,2997.99,3193.7899999999995,3697.99,2997.99,3363.5614367816074,3697.42
B0DYVQZQBB,"Samsung 83-Inch Class OLED S95F 4K Glare Free Smart TV (2025 Model) NQ4 AI Gen3 Processor, HDR Pro, Motion Xcelerator 164Hz, Dolby Atmos, Samsung Vision AI, Alexa Built-in",Samsung,,4870.99,,4997.99,184.0,148.0,342.0,4670.99,4834.123333333333,4997.99,4997.99,5115.156666666666,5297.99,4797.99,5093.1900000000005,5297.99
B0F5QVK3TR,,,,,,,1.0,1.0,,,,,,,,,,
B0F5QQH44H,,,,,,,,,,,,,,,,,,
B0DXN1FCGF,"Samsung 42-Inch Class OLED S90F 4K Smart TV (2025 Model) NQ4 AI Gen3 Processor Upscaling Pro HDR +, Motion Xcelerator 144Hz, Vision Alexa Built-in",Samsung,897.99,897.99,,897.99,59.0,144.0,369.0,867.99,891.4566666666666,947.99,897.99,928.5899999999999,997.99,867.99,958.0233333333331,997.99
B0DWTD3WF8,,,,,,,1.0,1.0,,,,,,,,,,
B0DYK9LY1Z,"Sony BRAVIA 5 65 Inch TV, Mini LED, 4K Smart Google TV, XR Processor with AI Technology,120hz Television with Dolby Vision/Atmos, Exclusive Features for PlayStation®5, K-65XR50",Sony,1098.0,1098.0,,1098.0,188.0,143.0,300.0,699.99,1159.8430769230768,1498.0,699.99,1155.7245454545455,1499.99,699.99,1163.8687499999999,1499.99
B0DYK871WY,"Sony BRAVIA 5 85 Inch TV, Mini LED, 4K Smart Google TV, XR Processor with AI Technology,120hz Television with Dolby Vision/Atmos, Exclusive Features for PlayStation®5, K-85XR50",Sony,1798.0,1798.0,,1798.0,129.0,149.0,309.0,1798.0,1988.0970000000002,2398.0,1798.0,1988.0970000000002,2398.0,1798.0,1864.995,1998.0
B0DYK7MWJ1,"Sony BRAVIA 5 98 Inch TV, Mini LED, 4K Smart Google TV, XR Processor with AI Technology,120hz Television with Dolby Vision/Atmos, Exclusive Features for PlayStation®5, K-98XR50",Sony,3998.0,3998.0,,3998.0,104.0,146.0,322.0,3998.0,4331.665,4998.0,3998.0,4453.811818181818,4999.99,3998.0,4585.735217391305,4999.99
B0DYRL2984,"Hisense 43"" Class QD6 Series (43QD6QF, 2025 Model) QLED 4K UHD Smart Fire TV, Voice Remote with Alexa, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, MEMC, VRR, ALLM",Hisense,,258.01,,,82.0,346.0,520.0,179.99,231.66882352941175,258.49,179.99,189.99,199.99,179.99,213.94999999999996,265.97
B0DYRWQGQQ,"Hisense 50-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (50QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,294.99,,,82.0,154.0,154.0,234.99,328.98566666666665,384.0,239.99,245.99,249.99,,,
B0DYS29P6M,"Hisense 55"" Class QD6 Series (55QD6QF, 2025 Model) QLED 4K UHD Smart Fire TV, Voice Remote with Alexa, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, MEMC, VRR, ALLM",Hisense,,369.0,,,377.0,212.0,609.0,299.99,352.9115,444.98,,,,299.99,302.491,325.0
B0DYRDKGSM,"Hisense 65-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (65QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,549.99,,,72.0,148.0,181.0,339.99,444.99,549.99,339.99,339.99,339.99,,,
B0DYRPHL6N,"Hisense 75-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (75QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,,,,78.0,78.0,121.0,409.99,409.99,409.99,409.99,409.99,409.99,,,
B0DYRB8LVF,"Hisense 85-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (85QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,1245.0,,,259.0,145.0,444.0,1120.69,1182.845,1245.0,,,,,,
B0DYRLTZXL,"Hisense 100-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (100QD6QF, 2025 Model) - QLED, Native 144Hz, Dolby Vision IQ, Dolby Atmos, Motion Rate 240, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,1699.99,1699.99,,1699.99,146.0,228.0,444.0,1199.99,1796.801111111111,2499.99,1199.99,1814.323333333333,2499.99,1199.99,1642.9899999999998,2085.99
B0DXMVX717,"Samsung 65-Inch Class Neo QLED 4K QN80F Series, Vision AI, Mini LED Smart TV (2025 Model, 65QN80F) Neo Quantum HDR, Object Tracking Sound Lite w/Dolby Atmos, NQ4 AI Gen2 Processor, Alexa Built-in",Samsung,,997.95,,,142.0,1944.0,2683.0,877.99,926.8744444444446,1177.99,897.99,897.9899999999999,897.99,897.99,897.99,897.99
B0F8DJ7FBV,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DMQWM2,,,,,,,,,,,,,,,,,,
B0F8DR1KMY,,,,,,,1.0,1.0,,,,,,,,,,
B0DYVXN9HT,"Hisense 55"" Class QD7 Series Mini-LED 4K UHD Smart Fire TV (55QD7QF, 2025 Model) - QLED, HDR10+, Dolby Vision, Dolby Atmos, Game Mode Plus, ALLM, Alexa Built in with Voice Remote, Streaming TV, Black",Hisense,299.99,299.99,,,58.0,202.0,292.0,289.99,357.66785714285703,499.98,297.99,346.31,499.99,289.99,335.18499999999995,481.97
B0DXR9MP63,,,,,,,,,,,,,,,,,,
B0DXMJNLHT,"Samsung 75-Inch Class The Frame Pro LS03FW 4K Neo QLED Mini LED Smart TV (2025 Model) Slim Fit Wall Mount, Modern Frame Design, Wireless One Connect, NQ4 AI Gen3 Processor, Art Mode, Alexa Built-in",Samsung,1797.99,1747.99,,1797.99,70.0,233.0,436.0,1467.99,1867.642173913043,2497.99,1499.99,2046.2757142857135,2497.99,1499.99,2039.9899999999996,2497.99
B0DX4HHBRC,,,,,,,,,,,,,,,,,,
B0DYVMS2VK,"Samsung 58-Inch Class Crystal UHD U8000F 4K Smart TV (2025 Model) Endless Free Content, Processor, MetalStream Design, Knox Security, Alexa Built-in",Samsung,379.99,377.99,,379.99,67.0,74.0,166.0,327.99,372.992,399.0,327.99,374.4214285714285,399.0,377.99,378.9925,379.99
B0DX44LB67,,,,,,,1.0,1.0,,,,,,,,,,
B0DX44XK9H,,,,,,,1.0,1.0,,,,,,,,,,
B0DX3RMWQ4,,,,,,,1.0,1.0,,,,,,,,,,
B0DW378JR5,"Panasonic W70 Series (2025 Model) 43"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 43W70BP",Panasonic,,,,,101.0,98.0,207.0,245.51,247.42799999999997,247.99,,,,247.73,247.90333333333334,247.99
B0DW3XW927,"Panasonic W70 Series (2025 Model) 50"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 50W70BP",Panasonic,370.29,370.29,,370.29,91.0,202.0,343.0,285.8,305.81922480620153,370.29,297.49,357.62576923076927,370.29,285.8,312.33565217391305,370.29
B0DW3YPBL1,"Panasonic W70 Series (2025 Model) 55"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 55W70BP",Panasonic,394.06,394.06,,,130.0,106.0,232.0,297.99,355.0727586206896,394.06,307.79,379.1379166666666,399.99,297.99,327.67249999999996,388.83
B0DW4232K1,"Panasonic W70 Series (2025 Model) 65"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 65W70BP",Panasonic,,447.99,,447.99,253.0,117.0,450.0,377.99,422.24,447.99,,,,377.99,419.13285714285706,427.99
B0DW3RQY9Z,"Panasonic W70 Series (2025 Model) 70"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 70W70BP",Panasonic,,579.99,,579.99,111.0,102.0,427.0,459.99,528.2566666666665,629.99,519.99,569.5063636363636,629.99,487.99,523.5689473684213,579.99
B0DW3V53B7,"Panasonic W70 Series (2025 Model) 75"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 75W70BP",Panasonic,647.98,647.98,,647.98,153.0,95.0,810.0,519.99,576.788,647.98,647.98,647.98,647.98,519.99,578.49,597.99
B0DW3XDNR9,"Panasonic W70 Series (2025 Model) 85"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 85W70BP",Panasonic,,,,,79.0,61.0,373.0,729.59,775.1899999999999,797.99,,,,729.59,729.59,729.59
B0F2JLZPL3,,,,,,,1.0,1.0,,,,,,,,,,
B0F2JKWWFH,,,,,,,,,,,,,,,,,,
B0F2JMFHRM,,,,,,,1.0,1.0,,,,,,,,,,
B0F2JKVCWF,,,,,,,1.0,1.0,,,,,,,,,,
B0DYKBNW89,Sony BRAVIA 2 II 43 Inch 4K Ultra HD LED Smart TV with Google TV and Exclusive Features for PlayStation®5 (K-43S20M2),Sony,398.0,398.0,,398.0,150.0,191.0,241.0,398.0,398.9045454545454,399.99,398.0,398.66333333333336,399.99,398.0,398.0,398.0
B0F8M9QPJP,"Panasonic Z95 Series (2025 Model) 55-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 55Z95BP",Panasonic,1973.46,1973.46,,1973.46,158.0,109.0,474.0,1896.81,2190.453703703704,2491.29,1896.81,2190.453703703704,2491.29,1970.64,2237.0576923076924,2491.29
B0F8MW11YS,"Panasonic Z95 Series (2025 Model) 65-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 65Z95BP",Panasonic,3190.82,3190.82,,3190.82,127.0,114.0,412.0,2568.2,2950.559600000001,3190.82,2568.2,2954.1938461538457,3190.82,2568.2,2958.028461538461,3190.82
B0F8N24XYR,"Panasonic Z95 Series (2025 Model) 77-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 77Z95BP",Panasonic,,,,,98.0,53.0,132.0,,,,,,,,,
B0F8DNKR4P,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DNL96X,,,,,,,1.0,1.0,,,,,,,,,,
B0F6B1K6K3,,,,,,,,,,,,,,,,,,
B0F69Q9RJ3,,,,,,,,,,,,,,,,,,
B0F6B3GF3L,,,,,,,1.0,1.0,,,,,,,,,,
B0F69YCRR8,,,,,,,1.0,1.0,,,,,,,,,,
B0F69R7899,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DT9N6X,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DD4XW4,,,,,,,,,,,,,,,,,,
B0DYR35J2G,"LG 86-Inch Class QNED evo AI QNED85A Series Mini LED 4K Smart TV w/AI Picture, Sound, Super Upscaling 4K, HDR10, Filmmaker Mode, Wow Orchestra, Alexa Built-in (86QNED85AUA, 2025)",LG,,,,,179.0,211.0,501.0,1439.99,1543.587238095238,1699.99,1478.71,1558.8454761904761,1699.99,1446.99,1553.66,1699.99
B0DYQZTVGT,"LG 100-Inch Class QNED evo AI QNED85A Series Mini LED 4K Smart TV w/AI Picture, AI Sound, HDR10, AI Super Upscaling 4K, Filmmaker Mode, Wow Orchestra, Alexa Built-in (100QNED85AU, 2025)",LG,3499.99,3499.0,,3499.99,267.0,349.0,694.0,2949.99,3427.096874999999,3499.99,3296.99,3432.158333333333,3499.99,2999.99,3432.224795918366,3499.99
B0DXQYGPFT,,,,,,,1.0,1.0,,,,,,,,,,
B0DWGKMNND,"Roku Smart TV – 55-Inch Pro Series, Mini-LED TV – RokuTV with Backlit Voice Remote Pro – Flat Screen 4K QLED Television with 120Hz Refresh Rate & Dolby Vision IQ, Live News, Sports, Entertainment",Roku,599.99,599.99,,599.99,96.0,96.0,244.0,398.0,670.887142857143,769.99,398.0,665.9561538461538,699.99,599.99,684.6624999999999,699.99
B0DWH3R4MG,"Roku Smart TV – 65-Inch Pro Series, Mini-LED TV – RokuTV with Backlit Voice Remote Pro – Flat Screen 4K QLED Television with 120Hz Refresh Rate & Dolby Vision IQ, Live News, Sports, Entertainment",Roku,,899.99,,,73.0,73.0,253.0,799.99,894.6304545454549,999.99,799.99,888.521052631579,899.99,799.99,937.1184615384616,999.99
B0DWHGPJFG,"Roku Smart TV – 75-Inch Pro Series, Mini-LED TV – RokuTV with Backlit Voice Remote Pro – Flat Screen 4K QLED Television with 120Hz Refresh Rate & Dolby Vision IQ, Live News, Sports, Entertainment",Roku,1099.99,1099.99,,1099.99,120.0,99.0,349.0,999.99,1174.4625,1199.99,999.99,1171.821724137931,1199.99,999.99,1186.496607142857,1199.99
B0DXN4563M,"Samsung 75-Inch Class Neo QLED QN70F 4K Mini LED Smart TV (2025 Model) NQ4 AI Gen2 Processor, Quantum Matrix Technology Slim, Motion Xcelerator 144Hz, Samsung Vision AI, Alexa Built-in",Samsung,,997.99,,,137.0,169.0,594.0,834.95,985.9211111111113,1197.99,997.99,1073.49,1197.99,897.95,957.245882352941,999.99
B0GS6ZJNXQ,,,,,,,,,,,,,,,,,,
B0GS6Q3B3H,,,,,,,,,,,,,,,,,,
B0GPSNXS45,,,,,,,,,,,,,,,,,,
B0GS6TRLGY,,,,,,,1.0,1.0,,,,,,,,,,
B0GPHMTMLC,,,,,,,1.0,1.0,,,,,,,,,,
B0GSC1YWB6,,,,,,,,,,,,,,,,,,
B0GSCCN7YS,,,,,,,1.0,1.0,,,,,,,,,,
B0GR9NQZQQ,"Hisense 55"" U7 Mini-LED ULED 4K UHD Best Premium Gaming Google Smart TV (55U7SG, 2026 NEW) - Hi-QLED, Native 165Hz, VRR 330, HDR10+, Dolby Vision IQ·Atmos, IMAX Enhanced, Anti-Reflection, 2.1.2 Ch",Hisense,599.99,599.99,,599.99,13.0,13.0,18.0,599.99,814.3249999999999,1299.99,599.99,814.3249999999999,1299.99,679.99,904.4899999999999,1299.99
B0GR9BLPJ8,"Hisense 65"" U7 Mini-LED ULED 4K UHD Best Premium Gaming Smart Google TV (65U7SG, 2026 NEW) - Hi-QLED, Native 165Hz, VRR 330, HDR10+, Dolby Vision IQ · Atmos, IMAX Enhanced, Anti-Reflection, 2.1.2 Ch",Hisense,849.99,849.99,,849.99,11.0,11.0,15.0,849.99,1019.49,1499.99,849.99,1019.49,1499.99,947.99,989.5899999999999,1099.99
B0GR9NR9XV,"Hisense 75"" U7 Mini-LED ULED 4K UHD Best Premium Gaming Smart Google TV (75U7SG, 2026 NEW) - Hi-QLED, Native 165Hz, VRR 330, HDR10+, Dolby Vision IQ·Atmos, IMAX Enhanced, Anti-Reflection, 2.1.2 Ch",Hisense,999.99,999.99,,999.99,12.0,12.0,18.0,999.99,1316.0733333333333,1999.99,999.99,1316.0733333333333,1999.99,1197.99,1282.49,1399.99
B0GPYBBPC2,"Samsung 48-Inch Class OLED S90H Series Samsung Vision AI Smart TV (2026 Model, 48S90H) OLED HDR+ with Glare Free, NQ4 AI Gen3 Processor, 4K AI Upscaling Pro, AI Motion Enhancer Pro, Alexa Built-in",Samsung,1397.99,1347.99,,1397.99,17.0,23.0,43.0,1347.99,1453.2280952380956,1597.99,1397.99,1512.8471428571431,1597.99,1397.99,1512.9900000000002,1597.99
B0GPYDMBYX,"Samsung 55-Inch Class OLED S90H Series Samsung Vision AI Smart TV (2026 Model, 55S90H) OLED HDR+ with Glare Free, NQ4 AI Gen3 Processor, 4K AI Upscaling Pro, AI Motion Enhancer Pro, Alexa Built-in",Samsung,1597.99,1547.99,,1597.99,15.0,20.0,48.0,1547.99,1765.6111111111113,1997.99,1597.99,1863.555454545455,1997.99,1557.99,1938.6566666666672,1997.99
B0GPY4Y2VF,"Samsung 65-Inch Class OLED S90H Series Samsung Vision AI Smart TV (2026 Model, 65S90H) OLED HDR+ with Glare Free, NQ4 AI Gen3 Processor, 4K AI Upscaling Pro, AI Motion Enhancer Pro, Alexa Built-in",Samsung,1997.99,1947.99,,1997.99,11.0,18.0,75.0,1947.99,2368.615,2697.99,1997.99,2443.101111111111,2697.99,1999.99,2543.35,2697.99
B0GSC8WBPT,,,,,,,1.0,1.0,,,,,,,,,,
B0GP9Y2FDN,"Samsung 55-Inch Class Neo QLED QN80H Series Samsung Vision AI Smart TV (2026 Model, 55QN80H) Quantum Mini LED Full Array, Motion Xcelerator 144Hz, 4K AI Upscaling, Alexa Built-in",Samsung,997.99,967.99,,997.99,17.0,29.0,49.0,949.99,1131.4729629629633,1299.99,944.15,1096.7740000000001,1299.99,954.95,1091.4753333333333,1299.99
B0GP9XS93W,"Samsung 65-Inch Class Neo QLED QN80H Series Samsung Vision AI Smart TV (2026 Model, 65QN80H) Quantum Mini LED Full Array, Motion Xcelerator 144Hz, 4K AI Upscaling, Alexa Built-in",Samsung,1247.99,1227.99,,1247.99,10.0,17.0,39.0,1227.99,1420.2925,1597.99,1247.99,1481.5455555555554,1597.99,1297.99,1544.1438461538464,1597.99
B0GL9R77JH,,,,,,,1.0,1.0,,,,,,,,,,
B0GL9P2MT8,,,,,,,1.0,1.0,,,,,,,,,,
B0GL9N272M,,,,,,,1.0,1.0,,,,,,,,,,
B0GRGTZKHT,"Hisense 50“ Hi-QLED S7 CanvasTV Series 4K UHD Google Smart Art TV (50S7SG, 2026 New) - Art Mode, Anti-Glare Panel, Dolby Vision HDR, Hi-Matte Display, Frame & UltraSlim Wall Mount Included",Hisense,649.99,649.99,,649.99,9.0,9.0,13.0,649.99,832.8788888888889,1299.99,649.99,832.8788888888889,1299.99,649.99,769.5899999999999,799.99
B0GRGHYNDZ,"Hisense 55“ Hi-QLED S7 CanvasTV Series 4K UHD Google Smart Art TV (55S7SG, 2026 New) - 144Hz, Art Mode, Anti-Glare Panel, Dolby Vision HDR, Hi-Matte Display, Frame & UltraSlim Wall Mount Included",Hisense,699.99,699.99,,699.99,14.0,14.0,27.0,699.99,968.9899999999999,1499.99,699.99,968.9899999999999,1499.99,848.99,1160.7677777777778,1499.99
B0GRGFQJHR,"Hisense 65“ Hi-QLED S7 CanvasTV Series 4K UHD Google Smart Art TV (65S7SG, 2026 New) - 144Hz, Art Mode, Anti-Glare Panel, Dolby Vision HDR, Hi-Matte Display, Frame & UltraSlim Wall Mount Included",Hisense,849.99,849.99,,849.99,21.0,21.0,31.0,849.99,1180.9504761904764,1999.99,849.99,1180.9504761904764,1999.99,849.99,1127.8236363636363,1368.1
B0GRGQ5YSM,"Hisense 75“ Hi-QLED S7 CanvasTV Series 4K UHD Google Smart Art TV (75S7SG, 2026 New) - 144Hz, Art Mode, Anti-Glare Panel, Dolby Vision HDR, Hi-Matte Display, Frame & UltraSlim Wall Mount Included",Hisense,1399.99,1399.99,,1399.99,15.0,15.0,22.0,1399.99,1642.4185714285718,2499.99,1399.99,1642.4185714285718,2499.99,1399.99,1656.275714285714,2499.99
B0GRG87QGF,"Hisense 85“ Hi-QLED 4K S7 CanvasTV Series Google Smart Art TV (85S7SG, 2026 New) - 144Hz, Art Gallery, Dolby Vision HDR, Anti-Glare Panel, Hi-Matte Display, Frame & UltraSlim Wall Mount Included",Hisense,1799.99,1799.99,,1799.99,12.0,12.0,18.0,1799.99,2424.5733333333337,3999.99,1799.99,2424.5733333333337,3999.99,1997.99,2699.1566666666663,3999.99
B0GBZHVKTF,,,,,,,,,,,,,,,,,,
B0GBYNWZ95,,,,,,,1.0,1.0,,,,,,,,,,
B0GBZ2SKR9,,,,,,,1.0,1.0,,,,,,,,,,
B0G4XGK8DM,"Amazon Ember Artline 55"" with Fire TV (newest model), 4K Ultra HD QLED smart TV with free art and photos, antiglare display, custom frames, Dolby Vision, find shows faster with Alexa+ - Midnight Blue",Amazon,,,,899.99,34.0,2.0,1.0,,,,899.99,899.9899999999999,899.99,,,
B0G4XG1CQH,"Amazon Ember Artline 65"" with Fire TV (newest model), 4K Ultra HD QLED smart TV with free art and photos, antiglare display, custom frames, Dolby Vision, find shows faster with Alexa+ - Midnight Blue",Amazon,,,,1099.99,34.0,2.0,1.0,,,,1099.99,1099.99,1099.99,,,
B0GP9TN5KF,"Samsung 55-Inch Class Mini LED M70H Series Samsung Vision AI Companion Smart TV (2026 Model, 55M70H) Processor 4K, Pure Spectrum Color, Motion Xcelerator + DLG 120Hz",Samsung,347.99,347.99,,347.99,9.0,10.0,19.0,347.99,398.87888888888887,449.99,347.99,398.99,449.99,347.99,422.98999999999995,447.99
