product_id,sku_id,size_inches,amazon_asin,bestbuy_sku,best_price,price_source,amazon_price,buy_box_price,list_price,bestbuy_price,bestbuy_regular,rtings_price,price_per_m2,screen_area_m2,price_date
56341,10457,70.0,,,999.99,rtings,,,,,,999.99,943.3867924528302,1.06,2026-03-09
56341,10458,75.0,,,1199.99,rtings,,,,,,1199.99,991.7272727272727,1.21,2026-03-09
56341,10459,85.0,B0CV9LXH45,,1472.76,amazon_3p,,,1472.76,,,1472.76,944.0769230769231,1.56,2026-03-09
49702,10470,55.0,B0CV9RWC4B,,1797.99,amazon,1797.99,,1797.99,,,1797.99,2766.1384615384613,0.65,2026-03-09
49702,10471,65.0,,,3099.99,rtings,,,,,,3099.99,3406.5824175824173,0.91,2026-03-09
49702,10472,77.0,B0CVSGNZBZ,,4399.99,rtings,,,,,,4399.99,3437.4921874999995,1.28,2026-03-09
49540,10489,55.0,B0D3WSKZ1N,6578057,989.99,bestbuy,,,,989.99,1099.99,989.99,1523.0615384615385,0.65,2026-03-09
49540,10549,,,,1099.99,rtings,,,,,,1099.99,,,2026-03-09
49540,10550,77.0,,6578055,1529.99,bestbuy,,,,1529.99,1599.99,1529.99,1195.3046875,1.28,2026-03-09
49540,10787,,,,,,,,,,,,,,2026-03-09
49540,11493,,,,3999.99,rtings,,,,,,3999.99,,,2026-03-09
49542,10492,55.0,B0D3WKV3X7,6578049,1899.99,bestbuy,,,,1899.99,1999.99,1899.99,2923.0615384615385,0.65,2026-03-09
49542,10493,65.0,B0CVRWSB8D,,1796.99,amazon_3p,,,2499.0,,,2499.0,1974.7142857142856,0.91,2026-03-09
49542,10494,77.0,,6578047,2804.99,bestbuy,,,,2804.99,3299.99,2804.99,2191.3984375,1.28,2026-03-09
49542,10495,,B0D3W7ZJ75,,3999.99,rtings,,,,,,3999.99,,,2026-03-09
49542,10496,,B0D3WSDWVJ,,19999.99,rtings,,,,,,19999.99,,,2026-03-09
49541,10499,,B0D3WVN6LH,,1499.99,rtings,,,,,,1499.99,,,2026-03-09
49541,10500,48.0,B0CVRMHRSZ,,886.95,amazon,886.95,,886.95,,,886.95,1773.9,0.5,2026-03-09
49541,10501,55.0,,11096117,1079.0,rtings,,,,,,1079.0,1660.0,0.65,2026-03-09
49541,10502,65.0,,6578042,1274.99,bestbuy,,,,1274.99,1499.99,1274.99,1401.087912087912,0.91,2026-03-09
49541,10503,77.0,B0D3WWGP6T,6578044,1975.99,bestbuy,,,,1975.99,2499.99,1975.99,1543.7421875,1.28,2026-03-09
49541,10504,,,,5399.99,rtings,,,,,,5399.99,,,2026-03-09
56163,10542,43.0,B0CV9HY4J9,,624.0,amazon_3p,,,624.0,,,,1560.0,0.4,2026-03-09
56163,10543,50.0,B0CVSHWGXX,,1299.99,rtings,,,,,,1299.99,2407.3888888888887,0.54,2026-03-09
56163,10544,55.0,B0CVSJ1ZBP,6576585,799.99,bestbuy,,,,799.99,999.99,799.99,1230.753846153846,0.65,2026-03-09
56163,10545,65.0,B0CVSJKFNK,6576593,999.99,bestbuy,,,,999.99,1299.99,999.99,1098.89010989011,0.91,2026-03-09
56163,10546,75.0,B0CVSJS9DM,6576594,1799.99,bestbuy,,,,1799.99,2199.99,1799.99,1487.595041322314,1.21,2026-03-09
56163,10547,85.0,B0CVSH9G8V,,4299.99,rtings,,,,,,4299.99,2756.4038461538457,1.56,2026-03-09
49719,10567,55.0,B0CV9RG8Q5,,985.95,amazon_3p,,,985.95,,,985.95,1516.8461538461538,0.65,2026-03-09
49719,10568,65.0,B0CW27D646,,1599.99,rtings,,,,,,1599.99,1758.2307692307693,0.91,2026-03-09
49719,10569,75.0,B0CW27SNZS,6576434,1624.99,bestbuy,,,,1624.99,2499.99,1624.99,1342.9669421487604,1.21,2026-03-09
49719,10570,85.0,,,2499.99,rtings,,,,,,2499.99,1602.5576923076922,1.56,2026-03-09
49720,10608,43.0,B0CV9RV77Z,,674.95,amazon_3p,,,676.0,,,676.0,1687.375,0.4,2026-03-09
49720,10610,50.0,,,1399.99,rtings,,,,,,1399.99,2592.574074074074,0.54,2026-03-09
49720,10611,55.0,B0CW27J5LR,,1499.99,rtings,,,,,,1499.99,2307.6769230769232,0.65,2026-03-09
49720,10612,65.0,B0CW27DXJX,,1699.99,rtings,,,,,,1699.99,1868.120879120879,0.91,2026-03-09
49720,10613,75.0,B0CW2557NX,6576427,1599.99,bestbuy,,,,1599.99,1799.99,1599.99,1322.305785123967,1.21,2026-03-09
49720,10614,85.0,B0CW26R7H8,,3499.99,rtings,,,,,,3499.99,2243.583333333333,1.56,2026-03-09
49720,10615,98.0,,,12999.99,rtings,,,,,,12999.99,6280.188405797102,2.07,2026-03-09
50406,10616,55.0,B0CY4TQ91Q,,1124.98,amazon_3p,,,1124.98,,,1124.98,1730.7384615384615,0.65,2026-03-09
50406,10617,65.0,B0CY4SM6P8,,,,,,,,,,,0.91,2026-03-09
50406,10618,75.0,B0CY4QVD4C,,,,,,,,,,,1.21,2026-03-09
50406,10619,85.0,B0D3SX2PN4,,,,,,,,,,,1.56,2026-03-09
50406,10620,,B0CZ6VX5J4,,,,,,,,,,,,2026-03-09
53322,10654,65.0,,6578571,1599.99,bestbuy,,,,1599.99,1699.99,1599.99,1758.2307692307693,0.91,2026-03-09
53322,10655,75.0,,6578572,1999.99,rtings,,,,,,1999.99,1652.8842975206612,1.21,2026-03-09
53322,10656,85.0,,6578570,2499.99,rtings,,,,,,2499.99,1602.5576923076922,1.56,2026-03-09
53322,10657,55.0,,6578573,1399.99,rtings,,,,,,1399.99,2153.830769230769,0.65,2026-03-09
57721,10699,43.0,B0CVSK16G4,,288.04,amazon_3p,,,288.04,,,288.04,720.1,0.4,2026-03-09
57721,10700,,B0D3WG1HCS,,349.95,rtings,,,,,,349.95,,,2026-03-09
57721,10701,55.0,B0CVSJQRNZ,,422.01,amazon_3p,,,422.69,,,422.69,649.2461538461538,0.65,2026-03-09
57721,10702,,,,529.99,rtings,,,,,,529.99,,,2026-03-09
57721,10703,75.0,,6578189,349.99,rtings,,,,,,349.99,289.24793388429754,1.21,2026-03-09
57721,10704,,B0D3WP2JLD,,749.99,rtings,,,,,,749.99,,,2026-03-09
57721,10870,70.0,B0CVSJ3HS7,,,,,,,,,,,1.06,2026-03-09
49704,10756,55.0,,,1349.99,rtings,,,,,,1349.99,2076.9076923076923,0.65,2026-03-09
49704,10757,65.0,B0CXR1D43S,6578059,1619.99,rtings,,,,,,1619.99,1780.2087912087911,0.91,2026-03-09
49704,10758,77.0,B0CWVKPYXH,,1398.0,amazon_3p,,,,,,,1092.1875,1.28,2026-03-09
49704,10759,83.0,B0CWVH1XXZ,,,,,,2247.95,,,2247.95,,1.49,2026-03-09
50405,10761,,,,,,,,,,,,,,2026-03-09
50405,10762,65.0,B0CY4RD4KT,,,,,,,,,,,0.91,2026-03-09
50405,10763,,B0D1FQCHD2,,,,,,,,,,,,2026-03-09
50405,11082,85.0,,6579196,1039.99,rtings,,,,,,1039.99,666.6602564102564,1.56,2026-03-09
57713,10766,43.0,B0CY56VHS4,,310.37,amazon_3p,,,310.37,,,310.37,775.925,0.4,2026-03-09
57713,10767,50.0,B0CY4QPSVS,,,,,,,,,,,0.54,2026-03-09
57713,10768,55.0,B0CY4LQ851,,,,,,,,,,,0.65,2026-03-09
57713,10769,65.0,B0CY4SW14M,,,,,,,,,,,0.91,2026-03-09
57713,10770,75.0,,6577000,431.99,rtings,,,,,,431.99,357.01652892561987,1.21,2026-03-09
57713,10771,,,,,,,,,,,,,,2026-03-09
57710,10783,55.0,,,999.99,rtings,,,,,,999.99,1538.4461538461537,0.65,2026-03-09
57710,10784,65.0,,6576591,799.99,rtings,,,,,,799.99,879.1098901098901,0.91,2026-03-09
57710,10785,75.0,,,1699.99,rtings,,,,,,1699.99,1404.9504132231405,1.21,2026-03-09
57710,10786,85.0,,,2799.99,rtings,,,,,,2799.99,1794.8653846153843,1.56,2026-03-09
53321,10805,65.0,,6578568,2499.99,rtings,,,,,,2499.99,2747.241758241758,0.91,2026-03-09
53321,10806,75.0,,6578575,3299.99,rtings,,,,,,3299.99,2727.2644628099174,1.21,2026-03-09
53321,10807,85.0,,6578576,3999.99,rtings,,,,,,3999.99,2564.096153846154,1.56,2026-03-09
58889,10820,55.0,B0CVPSBMGY,6578569,1398.0,amazon,1398.0,,1398.0,,,1399.99,2150.7692307692305,0.65,2026-03-09
58889,10821,65.0,B0CVQ6YLH7,6578577,1698.0,amazon,1698.0,,1698.0,,,1699.99,1865.9340659340658,0.91,2026-03-09
58889,10822,77.0,,6578574,2499.99,rtings,,,,,,2499.99,1953.1171874999998,1.28,2026-03-09
55174,10835,65.0,B0D3WPVFBK,6578052,995.99,rtings,,,,,,995.99,1094.4945054945056,0.91,2026-03-09
55174,10836,,B0D3WN592T,,2299.99,rtings,,,,,,2299.99,,,2026-03-09
55174,10837,,B0D3X72M2M,,3299.99,rtings,,,,,,3299.99,,,2026-03-09
60898,10873,65.0,B0CZM7LZCM,,,,1272.38,,1272.38,,,1272.38,,0.91,2026-03-09
60898,10874,75.0,B0CZM95SG6,,,,,,2060.98,,,2060.98,,1.21,2026-03-09
60898,10875,85.0,B0CZM7RDTN,,,,1799.99,,,,,,,1.56,2026-03-09
60898,10876,,,,,,,,,,,,,,2026-03-09
50404,10889,55.0,B0CY4X5M8D,,,,,,,,,,,0.65,2026-03-09
50404,10890,65.0,B0D1DPL3PF,6576999,450.99,rtings,,,,,,450.99,495.5934065934066,0.91,2026-03-09
50404,10891,75.0,B0CY4WPYB4,,,,,,,,,,,1.21,2026-03-09
50404,10892,85.0,B0CY4P8QRL,,,,,,,,,,,1.56,2026-03-09
53323,10928,43.0,,6578580,499.99,rtings,,,,,,499.99,1249.975,0.4,2026-03-09
53323,10929,50.0,,6578583,569.99,rtings,,,,,,569.99,1055.537037037037,0.54,2026-03-09
53323,10930,55.0,,6578581,649.99,rtings,,,,,,649.99,999.9846153846154,0.65,2026-03-09
53323,10931,65.0,,6578579,749.99,rtings,,,,,,749.99,824.1648351648352,0.91,2026-03-09
53323,10932,75.0,,6578582,949.99,bestbuy,,,,949.99,999.99,949.99,785.1157024793389,1.21,2026-03-09
53323,10933,85.0,,6578578,999.99,bestbuy,,,,999.99,1499.99,999.99,641.0192307692307,1.56,2026-03-09
57179,10934,50.0,B0CY19RSV5,,999.99,rtings,,,,,,999.99,1851.8333333333333,0.54,2026-03-09
57179,10935,55.0,,,1099.99,rtings,,,,,,1099.99,1692.2923076923078,0.65,2026-03-09
57179,10936,65.0,B0CXZZN3VY,,1299.99,rtings,,,,,,1299.99,1428.5604395604396,0.91,2026-03-09
57179,10937,75.0,B0CXZPHB58,6576597,1139.99,bestbuy,,,,1139.99,1199.99,1139.99,942.1404958677687,1.21,2026-03-09
57179,10938,85.0,B0CXZNY3ZH,,2299.99,rtings,,,,,,2299.99,1474.352564102564,1.56,2026-03-09
61045,10953,75.0,B0CY4QVD4C,,,,,,,,,,,1.21,2026-03-09
60899,11029,55.0,B0D4Y381D7,6579459,424.99,bestbuy,,,,424.99,499.99,424.99,653.8307692307692,0.65,2026-03-09
60899,11030,65.0,B0CZLXG2ZB,,,,,,,,,,,0.91,2026-03-09
60899,11031,75.0,B0CZML9HLD,,,,,,,,,,,1.21,2026-03-09
60899,11032,,B0D4XKYVG1,,1198.0,rtings,,,,,,1198.0,,,2026-03-09
60899,11033,98.0,B0CZLXPR65,,,,,,,,,,,2.07,2026-03-09
60903,11056,43.0,,6579458,219.99,bestbuy,,,,219.99,239.99,219.99,549.975,0.4,2026-03-09
60903,11057,50.0,,6579462,259.99,bestbuy,,,,259.99,299.99,259.99,481.46296296296293,0.54,2026-03-09
60903,11058,55.0,,6579457,249.99,bestbuy,,,,249.99,319.99,249.99,384.6,0.65,2026-03-09
60903,11059,65.0,,6579449,399.99,bestbuy,,,,399.99,429.99,399.99,439.54945054945057,0.91,2026-03-09
60903,11060,75.0,,6579448,499.99,bestbuy,,,,499.99,749.99,499.99,413.21487603305786,1.21,2026-03-09
60903,11061,85.0,,6579443,849.99,bestbuy,,,,849.99,1199.99,849.99,544.8653846153846,1.56,2026-03-09
60903,11062,98.0,,6579447,1297.99,bestbuy,,,,1297.99,2999.99,1297.99,627.048309178744,2.07,2026-03-09
49718,11136,65.0,,,4499.99,rtings,,,,,,4499.99,4945.043956043955,0.91,2026-03-09
49718,11137,75.0,B0CVSJC57H,,5799.99,rtings,,,,,,5799.99,4793.380165289256,1.21,2026-03-09
49718,11138,85.0,B0CVSGYHYM,,6999.99,rtings,,,,,,6999.99,4487.173076923076,1.56,2026-03-09
60900,11194,43.0,B0CZMNK3Z7,,,,,,,,,,,0.4,2026-03-09
60900,11195,,,,400.0,rtings,,,,,,400.0,,,2026-03-09
60900,11196,55.0,,6579460,249.99,bestbuy,,,,249.99,279.99,249.99,384.6,0.65,2026-03-09
60900,11197,65.0,,6579444,369.99,bestbuy,,,,369.99,379.99,369.99,406.5824175824176,0.91,2026-03-09
60900,11198,75.0,,6579463,479.99,bestbuy,,,,479.99,649.99,479.99,396.68595041322317,1.21,2026-03-09
60900,11199,85.0,B0CZLZPQV8,,,,,,,,,,,1.56,2026-03-09
57180,11255,43.0,B0CY18SS15,,269.99,rtings,,,,,,269.99,674.975,0.4,2026-03-09
57180,11256,50.0,,,427.95,rtings,,,,,,427.95,792.4999999999999,0.54,2026-03-09
57180,11257,55.0,B0CXZVSNRN,,379.99,rtings,,,,,,379.99,584.6,0.65,2026-03-09
57180,11258,60.0,,,459.99,rtings,,,,,,459.99,597.3896103896104,0.77,2026-03-09
57180,11259,65.0,,,469.99,rtings,,,,,,469.99,516.4725274725274,0.91,2026-03-09
57180,11260,70.0,,6575142,560.99,bestbuy,,,,560.99,589.99,560.99,529.2358490566038,1.06,2026-03-09
57180,11261,75.0,,,669.99,rtings,,,,,,669.99,553.7107438016529,1.21,2026-03-09
57180,11262,85.0,B0CY1BNH61,,1099.99,rtings,,,,,,1099.99,705.1217948717948,1.56,2026-03-09
63953,11436,55.0,B0D2PNH494,6579198,680.0,amazon_3p,693.99,,693.99,693.99,999.99,693.99,1046.1538461538462,0.65,2026-03-09
63953,11437,65.0,B0D2PNVJFT,,897.99,amazon,897.99,,897.99,,,897.99,986.8021978021977,0.91,2026-03-09
63953,13291,75.0,B0F363GQZF,,1300.99,amazon,1300.99,,1300.99,,,1300.99,1075.1983471074382,1.21,2026-03-09
63953,13292,85.0,B0F35W3T1C,,1896.99,amazon,1896.99,,1896.99,,,1896.99,1216.0192307692307,1.56,2026-03-09
63102,11526,65.0,B0D5Y36ZKL,,,,,,673.99,,,673.99,,0.91,2026-03-09
63102,11527,75.0,B0D5Y5YCM1,,,,736.82,,736.82,,,736.82,,1.21,2026-03-09
63102,11528,85.0,B0D5Y5F1ZZ,6579195,798.99,bestbuy,,,,798.99,849.99,798.99,512.1730769230769,1.56,2026-03-09
63102,11529,100.0,B0DD2185NL,,,,2429.53,,2429.53,,,2429.53,,2.15,2026-03-09
74025,11575,55.0,B0D8SDKSWT,,,,,,,,,,,0.65,2026-03-09
74025,11576,65.0,B0D8RYJYB8,,,,,,,,,,,0.91,2026-03-09
74025,11577,75.0,B0D8S12Q54,,,,,,,,,,,1.21,2026-03-09
74025,11578,85.0,B0D8S8SR5R,,,,,,,,,,,1.56,2026-03-09
74026,11579,,,,,,,,,,,,,,2026-03-09
74026,11580,65.0,B0D8S669CY,,,,,,1147.99,,,1147.99,,0.91,2026-03-09
74024,11650,65.0,B0D8S2D1CZ,,1397.99,amazon_3p,1597.99,,1397.99,,,1397.99,1536.2527472527472,0.91,2026-03-09
70375,11689,55.0,,6590118,698.99,bestbuy,,,,698.99,999.99,698.99,1075.3692307692309,0.65,2026-03-09
70375,11690,65.0,,6590123,897.99,bestbuy,,,,897.99,1299.99,999.99,986.8021978021977,0.91,2026-03-09
70375,11691,75.0,B0DCWTT39N,6590119,1647.99,bestbuy,,,,1647.99,1799.99,1647.99,1361.9752066115702,1.21,2026-03-09
70375,11692,85.0,,6590120,1997.99,bestbuy,,,,1997.99,2799.99,1997.99,1280.7628205128206,1.56,2026-03-09
57722,12034,65.0,,,,,,,,,,,,0.91,2026-03-09
57722,12035,75.0,,,,,,,,,,,,1.21,2026-03-09
57722,12036,85.0,,,,,,,,,,,,1.56,2026-03-09
59962,12091,75.0,,6594932,2549.99,bestbuy,,,,2549.99,2999.99,2549.99,2107.4297520661157,1.21,2026-03-09
59962,12092,85.0,B0D2PMNRBW,,2730.9,rtings,,,,,,2730.9,1750.576923076923,1.56,2026-03-09
82692,12183,55.0,B0C7SRHGXF,,719.99,amazon,719.99,,719.99,,,719.99,1107.676923076923,0.65,2026-03-09
82692,12184,65.0,B0C1TQYNWX,,1089.99,amazon,1089.99,,1089.99,,,1089.99,1197.7912087912089,0.91,2026-03-09
82692,12185,75.0,B0C7SH9FN2,,1399.97,amazon,1399.97,,1399.97,,,1399.97,1157.0,1.21,2026-03-09
82692,12186,85.0,B0C7S8Z4C1,,2099.99,amazon,2099.99,,2099.99,,,2099.99,1346.1474358974358,1.56,2026-03-09
88607,12324,55.0,B0F2JLGW8H,6617496,499.99,bestbuy,,,,499.99,799.99,499.99,769.2153846153846,0.65,2026-03-09
88607,12325,65.0,,6617498,529.99,bestbuy,,,,529.99,999.99,529.99,582.4065934065934,0.91,2026-03-09
88607,12326,75.0,,6617497,799.99,bestbuy,,,,799.99,1299.99,799.99,661.1487603305785,1.21,2026-03-09
88607,12327,85.0,B0F2JLYVDD,6617500,1099.99,bestbuy,,,,1099.99,1999.99,1099.99,705.1217948717948,1.56,2026-03-09
88607,12328,98.0,,6617499,1799.99,bestbuy,,,,1799.99,2999.99,1799.99,869.5603864734301,2.07,2026-03-09
94324,12377,43.0,B0DWHFN3WK,6619443,329.99,bestbuy,,,,329.99,349.99,329.99,824.975,0.4,2026-03-09
94324,12378,50.0,B0DWHFN3WK,6619441,379.99,bestbuy,,,,379.99,379.99,379.99,703.6851851851851,0.54,2026-03-09
94324,12379,55.0,B0DWHYR9TH,6619375,379.99,bestbuy,,,,379.99,399.99,379.99,584.6,0.65,2026-03-09
94324,12380,65.0,B0DWHVTWBW,6619254,499.99,bestbuy,,,,499.99,499.99,499.99,549.4395604395604,0.91,2026-03-09
94324,12381,75.0,B0DXMT5L8D,,697.99,amazon,697.99,,697.99,,,697.99,576.8512396694215,1.21,2026-03-09
94324,12382,85.0,B0DZ249RM1,,1097.99,amazon,1097.99,,1097.99,,,1097.99,703.8397435897435,1.56,2026-03-09
94324,15581,98.0,B0FJ2KQ8FJ,,1947.99,amazon_3p,1997.99,,1997.99,,,,941.0579710144929,2.07,2026-03-09
88608,12386,55.0,,6621468,698.99,bestbuy,,,,698.99,749.99,698.99,1075.3692307692309,0.65,2026-03-09
88608,12387,65.0,,6621470,998.99,bestbuy,,,,998.99,1499.99,998.99,1097.7912087912089,0.91,2026-03-09
88608,12388,75.0,,6621474,1298.99,bestbuy,,,,1298.99,1999.99,1298.99,1073.5454545454545,1.21,2026-03-09
88608,12389,85.0,,6621467,1799.99,bestbuy,,,,1799.99,2499.99,1799.99,1153.8397435897436,1.56,2026-03-09
88608,12390,98.0,,6621472,2799.99,bestbuy,,,,2799.99,3999.99,2799.99,1352.6521739130435,2.07,2026-03-09
88601,12391,55.0,B0F8DSGCCD,6621832,1799.99,bestbuy,,,,1799.99,1999.99,1799.99,2769.2153846153847,0.65,2026-03-09
88601,12392,65.0,B0F7J16S9S,6621810,2299.99,bestbuy,,,,2299.99,3399.99,2299.99,2527.461538461538,0.91,2026-03-09
88601,12393,77.0,,6621819,3499.99,bestbuy,,,,3499.99,3799.99,3499.99,2734.3671874999995,1.28,2026-03-09
88601,12394,83.0,,6621830,4999.99,bestbuy,,,,4999.99,6499.99,4999.99,3355.697986577181,1.49,2026-03-09
88601,12395,,B0F8F112P6,6621820,19999.99,rtings,,,,,,19999.99,,,2026-03-09
88602,12396,42.0,,6621833,899.99,rtings,,,,,,899.99,2368.3947368421054,0.38,2026-03-09
88602,12397,55.0,B0F8DWB273,6621828,1099.99,rtings,,,,,,1099.99,1692.2923076923078,0.65,2026-03-09
88602,12398,65.0,B0F7J14C5Q,6621824,1399.99,rtings,,,,,,1399.99,1538.4505494505495,0.91,2026-03-09
88602,12399,77.0,B0F8DW8D69,6621825,2199.99,rtings,,,,,,2199.99,1718.7421874999998,1.28,2026-03-09
88602,13347,48.0,,6621817,999.99,rtings,,,,,,999.99,1999.98,0.5,2026-03-09
88602,13348,83.0,,6621822,2999.99,rtings,,,,,,2999.99,2013.4161073825503,1.49,2026-03-09
92241,12550,43.0,,6613498,899.99,rtings,,,,,,899.99,2249.975,0.4,2026-03-09
92241,12551,50.0,,6613504,999.99,rtings,,,,,,999.99,1851.8333333333333,0.54,2026-03-09
92241,12552,55.0,,6613494,1199.99,rtings,,,,,,1199.99,1846.1384615384616,0.65,2026-03-09
92241,12553,65.0,B0DXMYSQJC,,1367.99,amazon_3p,1399.99,,1399.99,,,1399.99,1503.2857142857142,0.91,2026-03-09
92241,12554,75.0,,,2999.99,rtings,,,,,,2999.99,2479.3305785123966,1.21,2026-03-09
92241,12555,85.0,B0DXMZR1K7,,,,2199.99,,2199.99,,,2199.99,,1.56,2026-03-09
92241,12556,98.0,B0DXMY88NL,,8697.99,amazon_3p,8998.0,,8756.69,,,8756.69,4201.927536231884,2.07,2026-03-09
92236,12557,55.0,,6614344,999.99,rtings,,,,,,999.99,1538.4461538461537,0.65,2026-03-09
92236,12558,65.0,B0DXMZRG1Q,,1147.97,amazon_3p,1197.99,,1197.99,,,1197.99,1261.5054945054944,0.91,2026-03-09
92236,12559,77.0,,6613452,1599.99,rtings,,,,,,1599.99,1249.9921875,1.28,2026-03-09
92236,12560,83.0,,6613457,2299.99,rtings,,,,,,2299.99,1543.6174496644294,1.49,2026-03-09
88596,13278,55.0,,6613500,1899.99,rtings,,,,,,1899.99,2923.0615384615385,0.65,2026-03-09
88596,13279,65.0,,6613492,2299.99,rtings,,,,,,2299.99,2527.461538461538,0.91,2026-03-09
88596,13282,77.0,B0DXN1BYQM,,3397.99,amazon_3p,3497.99,,3497.99,,,3497.99,2654.6796875,1.28,2026-03-09
88596,13283,83.0,,,6499.99,rtings,,,,,,6499.99,4362.4093959731545,1.49,2026-03-09
96125,13284,55.0,,6620383,747.99,rtings,,,,,,747.99,1150.753846153846,0.65,2026-03-09
96125,13285,65.0,B0F5QVK3TR,6621215,897.99,rtings,,,,,,897.99,986.8021978021977,0.91,2026-03-09
96125,13286,75.0,,6621214,1299.99,rtings,,,,,,1299.99,1074.3719008264463,1.21,2026-03-09
96125,13287,85.0,,6621197,1999.99,rtings,,,,,,1999.99,1282.0448717948718,1.56,2026-03-09
96125,13288,100.0,B0F5QQH44H,6621198,3999.99,rtings,,,,,,3999.99,1860.460465116279,2.15,2026-03-09
92237,13317,42.0,,6613495,899.99,bestbuy,,,,899.99,1099.99,899.99,2368.3947368421054,0.38,2026-03-09
92237,13318,48.0,B0DXN1BFQ4,,967.99,amazon_3p,997.99,,997.99,,,997.99,1935.98,0.5,2026-03-09
92237,13319,55.0,B0DWTD3WF8,6613501,1099.99,bestbuy,,,,1099.99,1299.99,1099.99,1692.2923076923078,0.65,2026-03-09
92237,13320,65.0,,6613491,1399.99,bestbuy,,,,1399.99,2499.99,1399.99,1538.4505494505495,0.91,2026-03-09
92237,13321,77.0,,6613462,1999.99,bestbuy,,,,1999.99,3499.99,1999.99,1562.4921875,1.28,2026-03-09
92237,13322,83.0,B0DXMSX56Y,,2897.99,amazon_3p,2997.99,,2997.99,,,2997.99,1944.959731543624,1.49,2026-03-09
96104,13394,55.0,,6620386,579.99,bestbuy,,,,579.99,1299.99,579.99,892.2923076923076,0.65,2026-03-09
96104,13395,65.0,,6621204,799.99,bestbuy,,,,799.99,1499.99,799.99,879.1098901098901,0.91,2026-03-09
96104,13396,75.0,,6621205,899.99,bestbuy,,,,899.99,1999.99,899.99,743.7933884297521,1.21,2026-03-09
