amazon_asin,keepa_title,keepa_brand,amazon_price,new_3p_price,buy_box_price,list_price,amazon_price_90d_min,amazon_price_90d_avg,amazon_price_90d_max,amazon_price_history_points,new_3p_price_90d_min,new_3p_price_90d_avg,new_3p_price_90d_max,new_3p_price_history_points,list_price_90d_min,list_price_90d_avg,list_price_90d_max,list_price_history_points
B0FLLNVXFG,"LG 27GX700A-B 27-inch Ultragear QHD (2560 x 1440) OLED Gaming Monitor, 280Hz, 0.03ms, NVIDIA G-Sync, AMD FreeSync Premium Pro, VESA DisplayHDR TrueBlack500, with up to DCI-P3 99.5%, HDMI 2.1, Black",LG,499.99,499.99,,499.99,499.99,617.8937500000001,749.99,135.0,499.99,599.1938888888889,711.24,230.0,581.13,596.0068085106385,733.59,597.0
B0F23LR6JQ,"ASUS ProArt Display 32” 6K Professional Monitor (PA32QCV) - IPS, 6K (6016 x 3384), 98% DCI-P3, LuxPixel™, ΔE < 2, Calman Verified, Thunderbolt 4, DisplayHDR600, DisplayWidget, 3 yr Warranty",ASUS,999.0,999.0,,999.0,892.17,1052.0271052631576,1299.0,63.0,889.98,1066.6784375000002,1297.99,68.0,889.98,1014.5549999999998,1289.99,276.0
B0FVPX9LFN,"msi MPG 274URDFW E16M 27-inch 3840 x 2160 (UHD) Gaming Monitor, 320Hz, AMD FreeSync Premium Pro, NVIDIA G-SYNC Compatible, HDR Ready, HDMI, VGA Port, VESA, Tilt, 0.5ms, White",msi,499.99,479.0,,479.0,499.99,499.99,499.99,22.0,479.0,529.8346666666666,539.99,103.0,479.0,490.5863636363636,499.99,160.0
B0FSDC2S6B,"GIGABYTE MO27Q28G Gaming Monitor OLED 27 inch QHD - 2560 x 1440, 280Hz, 0.03ms, 335CD/m², Display HDR True Black 500, HDMI 2.1, DisplayPort 1.4",GIGABYTE,,1477.65,,1480.95,,,,1.0,1288.45,1398.2439393939394,1477.65,40.0,1304.79,1345.5021428571433,1408.65,48.0
B0GD21577Z,"Dell 27 Plus QHD USB-C Monitor - S2725DC - 27-inch QHD (2560x1440) 144Hz 1ms Display, 2 x 3W Speakers, USB-C/HDMI/DisplayPort 1.4 Connectivity, Height/Tilt/Pivot/Swivel, AMD FreeSync - Ash White",Dell,249.99,249.99,,249.99,219.99,250.1771875,259.99,51.0,219.99,244.56599999999997,259.99,29.0,236.0,246.2911764705883,259.99,559.0
B0F146MYKD,"Alienware 27 Gaming Monitor - AW2725DM - 27-inch QHD 180Hz 1ms Display, IPS, NVIDIA G-SYNC, AMD Freesync, VESA AdaptiveSync.",Alienware,269.99,243.0,,245.97,219.99,253.25086206896552,269.99,218.0,219.99,238.165625,248.89,118.0,219.99,245.4044444444444,256.04,1116.0
B0FLM15Q5L,"LG 27G610A-B 27-inch Ultragear QHD (2560 x 1440) IPS Gaming Monitor, 200Hz, 1ms, AMD FreeSync Premium, VESA DisplayHDR 400, HDMI, DisplayPort, Tilt/Height/Swivel/Pivot Stand, Black",LG,169.99,169.99,,169.99,169.99,242.16447368421052,249.99,208.0,169.99,227.3362162162163,236.97,299.0,169.99,234.34440366972476,249.99,1210.0
B0G5R2QK24,"LG 27GX790B-B 27” Ultragear QHD (3440 x 1440) OLED Gaming Monitor, Dual Mode (QHD 540Hz/ HD 720Hz), 0.02ms, TrueBlack 500, NVIDIA G-Sync Compatible, AMD FreeSync Premium Pro, DP 2.1, USB-C, Black",LG,699.99,699.99,,699.99,699.99,953.4848717948719,999.99,51.0,699.99,950.155625,994.99,91.0,749.99,978.8518260869565,999.99,528.0
B0GR119YJ7,,,,,,,,,,,,,,,,,,
B0GR5Z7SHV,"Apple Studio Display XDR: Standard Glass, VESA Mount Adapter with AppleCare+ (3 years)",Apple,3188.0,,,3188.0,3148.0,3232.584117647059,3598.0,82.0,3198.0,3398.0,3598.0,7.0,3152.18,3284.045,3598.0,19.0
B0GR1FQ6JQ,"Apple Studio Display XDR: Standard Glass, Tilt- and Height-Adjustable Stand",Apple,3199.0,3199.0,,3199.0,3199.0,3247.75,3299.0,18.0,3199.0,3247.75,3299.0,18.0,3199.0,3216.4,3299.0,87.0
B0FBF7FCZW,"KOORUI 27"" 4K QD-Mini LED Gaming Monitor - Dual-Mode (UHD 160Hz or FHD 320Hz), 1ms, 99% Adobe RGB, HDR1400, 90W USB-C, HDMI 2.1/DP1.4, VESA, Tilt Height Swivel Vertical Adjustment, Black, S2741LM",KOORUI,,499.99,,499.99,,,,1.0,499.98,519.9860000000001,599.99,65.0,499.98,499.98333333333335,499.99,70.0
B0FNQ4B2Z2,"LG 27GX704A-B 27-inch Ultragear QHD (2650x1440) OLED Gaming Monitor 240Hz, 0.03ms, NVIDIA G-Sync Compatible, AMD FreeSync Premium Pro, VESA Display HDR TrueBlack400, HDMI 2.1, DisplayPort, Black",LG,449.0,449.0,,449.0,449.0,481.5207272727274,523.95,180.0,449.0,474.2653846153846,523.95,177.0,459.0,476.44408333333337,511.95,753.0
B0GD8QFJLG,"BenQ MA270S 27” 5K 5120x2880 Nano Gloss Monitor for Mac Creators, Dual Thunderbolt 4 96W/15W, Mac Color, Daisy Chain, KVM, Brightness & Volume Control on Mac, Height & Tilt Adjustment, P3 Color Gamut",BenQ,,999.99,,999.99,,,,1.0,999.99,1009.2464000000001,1231.4,56.0,999.99,999.9900000000004,999.99,79.0
B0G31ZYMW3,"ASUS ROG Swift 34” QD-OLED Gaming Monitor (PG34WCDN) - 360Hz, 0.03ms, OLED Care Pro, Neo Proximity Sensor, DisplayHDR 500 True Black, DP 2.1, HDMI 2.1, USB-C (90W), DisplayWidget, 3 yr Warranty",ASUS,1299.0,1299.0,,1299.0,1299.0,1299.0,1299.0,2.0,1299.0,1299.0,1299.0,2.0,1299.0,1299.0,1299.0,1.0
B0GVPBVRPP,"LG 39GX950B-B 39-inch Ultragear evo 5K2K WUHD (5120 x 2160) OLED Curved Gaming Monitor, Dual-Mode,165Hz, 0.03ms, NVIDIA G-Sync, FreeSync Premium Pro, DisplayHDR True Black 500, HDMI, DP, USB-C, Black",LG,1799.99,1799.99,,1799.99,1558.07,1703.5819999999999,1799.99,6.0,1558.07,1703.5819999999999,1799.99,6.0,1558.07,1719.3500000000001,1799.99,9.0
B0GL9NWNTQ,"msi MPG 341CQR QD-OLED X36 34-Inch UWQHD Tandem QD-OLED Monitor,3440x1440,1800R, RGB Stripe,DarkArmor Film,Uniform Luminance,360Hz,0.03ms,AI Care Sensor,AMD FreeSync Premium Pro,G-SYNC Compatible",msi,,,,,839.69,871.3619999999999,899.99,11.0,839.69,902.4933333333332,1058.15,12.0,877.45,877.45,877.45,16.0
B0G31RDCMP,"ASUS ROG Strix 27” 5K HDR Gaming Monitor (XG27JCG) – 5120x2880, 180Hz, 0.3ms, Fast IPS, Dual Mode (180Hz or QHD 330Hz), Extreme Low Motion Blur Sync, G-SYNC Compatible, DisplayWidget, 3 yr Warranty",ASUS,699.0,699.0,,699.0,699.0,799.1414285714285,849.99,12.0,699.0,799.1414285714285,849.99,12.0,699.0,786.7475,849.99,25.0
