product_id,fullname,brand,url_part,review_url,test_bench_id,test_bench_version,released_at,last_updated_at,first_published_at,sizes_available,sku_count,panel_type,backlight_type,resolution,native_refresh_rate,dimming_zone_count,black_level_score,bright_room,brightness_score,color_score,game_mode_responsiveness,gaming,home_theater,mixed_usage,sports,backlight_chart,backlight_chart_thumb,contrast_ratio,contrast_ratio_display,contrast_ratio_score,dimming_zone_count_display,dimming_zone_count_score,first_response_time_ms,first_response_time_ms_display,first_response_time_ms_score,hdmi_21_speed,hdmi_forum_vrr,hdmi_ports,hdr_bt2020_coverage_itp_pct,hdr_bt2020_coverage_itp_pct_display,hdr_bt2020_coverage_itp_pct_score,hdr_peak_100pct_nits,hdr_peak_100pct_nits_display,hdr_peak_100pct_nits_score,hdr_peak_10pct_nits,hdr_peak_10pct_nits_display,hdr_peak_10pct_nits_score,hdr_peak_25pct_nits,hdr_peak_25pct_nits_display,hdr_peak_25pct_nits_score,hdr_peak_2pct_nits,hdr_peak_2pct_nits_display,hdr_peak_2pct_nits_score,hdr_peak_50pct_nits,hdr_peak_50pct_nits_display,hdr_peak_50pct_nits_score,input_lag_1080p_ms,input_lag_1080p_ms_display,input_lag_1080p_ms_score,input_lag_4k_ms,input_lag_4k_ms_display,input_lag_4k_ms_score,native_contrast,native_contrast_display,native_contrast_score,panel_sub_type,sdr_bt2020_coverage_pct,sdr_bt2020_coverage_pct_display,sdr_bt2020_coverage_pct_score,sdr_dci_p3_coverage_pct,sdr_dci_p3_coverage_pct_display,sdr_dci_p3_coverage_pct_score,sdr_peak_10pct_nits,sdr_peak_10pct_nits_display,sdr_peak_10pct_nits_score,sdr_peak_2pct_nits,sdr_peak_2pct_nits_display,sdr_peak_2pct_nits_score,sdr_real_scene_peak_nits,sdr_real_scene_peak_nits_display,sdr_real_scene_peak_nits_score,spd_image,spd_image_local,spd_image_thumb,total_response_time_ms,total_response_time_ms_display,total_response_time_ms_score,vrr_support,scraped_at,image_url,reviewed_sku_id
117448,Samsung 100QN80F,Samsung,samsung-100qn80f,https://www.rtings.com/tv/reviews/samsung/100qn80f,197,v2.0.1,2025-03-26 00:00:00 -0400,2025-11-25 17:33:20 -0500,2025-11-25 10:04:16 -0500,"100"" (QN100QN80FFXZA)",1,LCD,,4k,144Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-100qn80f_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/sWebSdH4/samsung-100qn80f/design-small.jpg?format=auto,15756
57180,Samsung DU7200,Samsung,samsung-du7200,https://www.rtings.com/tv/reviews/samsung/du7200-du7200d,197,v2.0.1,2024-04-01 00:00:00 -0400,2025-09-16 10:00:31 -0400,2024-11-07 11:08:17 -0500,"43"" (UN43DU7200FXZA); 50"" (UN50DU7200FXZA); 55"" (UN55DU7200FXZA); 60"" (UN60DU7200FXZA); 65"" (UN65DU7200FXZA); 70"" (UN70DU7200FXZA); 75"" (UN75DU7200FXZA); 85"" (UN85DU7200FXZA)",8,LCD,,4k,60Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-du7200_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/LwSLaaga/samsung-du7200-du7200d/design-small.jpg?format=auto,11259
57710,Samsung Q70D,Samsung,samsung-q70d,https://www.rtings.com/tv/reviews/samsung/q70d-q70-q72d-qled,197,v2.0.1,2024-04-01 00:00:00 -0400,2025-09-24 16:58:58 -0400,2024-09-24 11:06:31 -0400,"55"" (QN55Q70DAFXZA); 65"" (QN65Q70DAFXZA); 75"" (QN75Q70DAFXZA); 85"" (QN85Q70DAFXZA)",4,LCD,,4k,120Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-q70d_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/mmOl3KHo/samsung-q70d-q70-q72d-qled/design-small.jpg?format=auto,10784
49718,Samsung QN900D 8K,Samsung,samsung-qn900d-8k,https://www.rtings.com/tv/reviews/samsung/qn900d-8k-qled,197,v2.0.1,2024-03-01 00:00:00 -0500,2025-08-29 15:08:34 -0400,2024-09-11 09:15:07 -0400,"65"" (QN65QN900DFXZA); 75"" (QN75QN900DFXZA); 85"" (QN85QN900DFXZA)",3,LCD,,8k,60Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn900d-8k_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/htz1w6yZ/samsung-qn900d-8k-qled/design-small.jpg?format=auto,11136
92242,Samsung QN900F 8K,Samsung,samsung-qn900f-8k,https://www.rtings.com/tv/reviews/samsung/qn900f-8k,210,v2.1,2025-03-26 00:00:00 -0400,2026-01-20 15:40:10 -0500,2025-08-29 14:57:26 -0400,"65"" (QN65QN900FFXZA); 75"" (QN75QN900FFXZA); 85"" (QN85QN900FFXZA)",3,LCD,,8k,60Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn900f-8k_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/983K1xTC/samsung-qn900f-8k/design-small.jpg?format=auto,13768
57722,Samsung QN95D,Samsung,samsung-qn95d,https://www.rtings.com/tv/reviews/samsung/qn95d,197,v2.0.1,2024-07-01 00:00:00 -0400,2025-09-24 16:59:00 -0400,2024-12-13 10:09:26 -0500,"65"" (QN65QN95DAFXZA); 75"" (QN75QN95DAFXZA); 85"" (QN85QN95DAFXZA)",3,LCD,,4k,144Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-qn95d_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/VkjwAKS8/samsung-qn95d/design-small.jpg?format=auto,12034
49704,Samsung S85D OLED,Samsung,samsung-s85d-oled,https://www.rtings.com/tv/reviews/samsung/s85d-oled,197,v2.0.1,2024-05-05 20:00:01 -0400,2025-05-08 10:57:38 -0400,2024-06-28 10:41:41 -0400,"55"" (QN55S85DAEXZA); 65"" (QN65S85DAEXZA); 77"" (QN77S85DAEXZA); 83"" (QN83S85DAEXZA)",4,OLED,,4k,120Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,WOLED,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/samsung-s85d-oled_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/fqhX4chn/samsung-s85d-oled/design-small.jpg?format=auto,10757
41473,Sharp AQUOS XLED FV1 ,Sharp,sharp-aquos-xled-fv1,https://www.rtings.com/tv/reviews/sharp/aquos-xled-fv1,197,v2.0.1,2023-06-01 00:00:00 -0400,2025-09-24 16:59:01 -0400,2024-03-12 13:20:56 -0400,"65"" (4T-C65FV1U); 75"" (4T-C75FV1U)",2,LCD,,4k,120Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/sharp-aquos-xled-fv1_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/fisyhkrR/sharp-aquos-xled-fv1/design-small.jpg?format=auto,10155
117450,Sony BRAVIA 5 98,Sony,sony-bravia-5-98,https://www.rtings.com/tv/reviews/sony/bravia-5-98,197,v2.0.1,2025-04-21 00:00:00 -0400,2025-11-25 17:22:48 -0500,2025-11-05 11:07:57 -0500,"98"" (K-98XR50)",1,LCD,,4k,120Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/sony-bravia-5-98_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/q2vWr8gh/sony-bravia-5-98/design-small.jpg?format=auto,15634
117449,TCL 98QM8K,TCL,tcl-98qm8k,https://www.rtings.com/tv/reviews/tcl/98qm8k,197,v2.0.1,2025-07-01 00:00:00 -0400,2025-11-25 17:26:32 -0500,2025-11-20 09:13:37 -0500,"98"" (98QM8K)",1,LCD,,4k,144Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/tcl-98qm8k_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/lsUXORWO/tcl-98qm8k/design-small.jpg?format=auto,15679
70375,TCL NXTVISION,TCL,tcl-nxtvision,https://www.rtings.com/tv/reviews/tcl/nxtframe-qled,197,v2.0.1,2024-09-01 00:00:00 -0400,2025-08-20 10:33:56 -0400,2024-10-28 11:05:30 -0400,"55"" (55A300W); 65"" (65A300W); 75"" (75A300W); 85"" (85A300W)",4,LCD,,4k,144Hz,,,,,,,,,,,https://i.rtings.com/assets/sample-images/tv/backlight-large.jpg?format=auto,https://i.rtings.com/assets/sample-images/tv/backlight-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> : 1",,"<span class=""e-blurred"">Lock</span>",,,"<span class=""e-blurred"">Lock</span> ms",,,,,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> ms",,,"<span class=""e-blurred"">Lock</span> : 1",,VA,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span>%",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,,"<span class=""e-blurred"">Lock</span> cd/m²",,https://i.rtings.com/assets/sample-images/tv/spd-large.jpg?format=auto,spd_images/tcl-nxtvision_spd.jpg,https://i.rtings.com/assets/sample-images/tv/spd-small.jpg?format=auto,,"<span class=""e-blurred"">Lock</span> ms",,,2026-03-16T14:13:25.030323+00:00,https://i.rtings.com/assets/products/CZ49Pwpw/tcl-nxtframe-qled/design-small.jpg?format=auto,11690
